a,"n. the 1st letter of the Roman alphabet
n. the blood group whose red cells carry the A antigen"
do some shopping,none
dozens of,none
drop in,none
due to,none
each other,none
earn one's living,none
either ... or,none
enjoy oneself,none
even if,none
even though,none
ever since,none
face to face,"s. in each other's presence
r. within each other's presence
r. directly facing each other"
fall asleep,none
fall ill,none
far away,"s. very far away in space or time
s. far removed mentally"
far from,none
feel like doing,none
figure out,none
fill ... with,none
fill in,n someone who takes the place of another (as when things get dangerous or difficult)
find out,none
first of all,none
for ever,r. for a very long or seemingly endless time
for example,none
for good,none
from mouth to mouth,none
from now on,none
from then on,none
from ... to,none
from time to time,none
get along with,none
get away,n. a rapid escape (as by criminals)
get back,none
get close,none
get close to,none
get down,none
get down to,none
get in,none
get off,none
get on,none
get on with sb.,none
get through,none
get together,none
get up,n a set of clothing (with accessories)
give away,"n. a gift of public land or resources for the private gain of a limited group
n. an unintentional disclosure"
give back,none
give in,none
give out,none
give up,none
go ahead,"n a signal to proceed
n readiness to embark on bold new ventures"
go away,none
go by,"n. A passing without notice; intentional neglect; thrusting
   away; a shifting off; adieu; as, to give a proposal the go-by."
go fishing,none
go shopping,none
go skating,none
go for,none
go for a walk,none
go in for,none
go off,none
go on,"n an awkward stupid person
n an aggressive and violent young criminal"
go on doing ...,none
go on with,none
go out,none
go over,none
go through,none
grow up,none
had better,none
had better do,none
hand in,none
hand out,"n. an announcement distributed to members of the press in order to supplement or replace an oral presentation
n. giving money or food or clothing to a needy person"
have a cold,none
hang on,none
hang up,"n. an emotional preoccupation
n. an unforeseen obstacle"
have a gift for,none
have a good time,none
have classes,none
have fun with,none
have got to,none
have to,none
hear of,none
hear from,none
help oneself to,none
help sb. with sth.,none
hide and seek,n. a game in which a child covers his eyes while the other players hide then tries to find them
help ... out,none
hold on,none
hold one's breath,none
hold out,"n. a negotiator who hopes to gain concessions by refusing to come to terms
n. a refusal by a negotiator to come to terms in the hope of obtaining a better deal
n. the act of hiding playing cards in a gambling game so they are available for personal use later"
hold up,"n robbery at gunpoint
n the act of delaying; inactivity resulting in something being put off until a later time"
hundreds of,none
hurry up,none
in a hurry,none
in all,none
in a word,none
in common,none
in debt,"v. t. To bring into debt; to place under obligation; --
   chiefly used in the participle indebted."
in danger,none
in fact,none
in front of,none
in need of,none
in order,none
in order that,none
in order to,none
in other words,none
in peace,none
in public,none
in surprise,none
in the end,none
in time,a. Inward; internal; intimate.
instead of,none
join in,none
join up,none
just now,none
keep back,none
keep doing sth.,none
keep off,none
keep on,none
keep one's word,none
keep up,none
knock at,none
knock into sb.,none
laugh at,none
lead to,none
let in,none
let out,none
live on,none
look after,none
look ahead,none
look down upon,none
look for,none
look forward to,none
look into,none
look out,"n. a person employed to keep watch for some anticipated event
n. an elevated post affording a wide view
n. a structure commanding a wide view of its surroundings
n. the act of looking out"
look through,none
look up,n an operation that determines whether one or more of a set of items has a specified property
lots of,none
make a face,none
make friends with,none
make up,"n an event that is substituted for a previously cancelled event
n the way in which someone or something is composed
n cosmetics applied to the face to improve or change your appearance"
make up of,none
make up one's mind,none
millions of,none
more or less,none
neither ... nor,none
next to,none
no doubt,none
no longer,none
not any more,none
not at all,none
not only ... but also,none
not so ... as,none
not till,none
not until,none
now and then,none
now that,none
of course,none
on average,none
on the average,none
on an average,none
on duty,none
on foot,none
on show,none
on time,none
on the radio,none
over the radio,none
once again,none
once more,none
once upon a time,none
one after another,none
open up,none
or else,none
ought to,none
out of breath,none
out of order,none
out of work,none
over and over again,none
pass by,none
pay attention to,none
pay back,n. financial return or reward (especially returns equal to the initial investment)
pay for,none
pay off,n. the final payment of a debt
persuade sb. to do,none
pick out,none
pick up,"n. a light truck with an open body and low sides and a tailboard
n. a warrant to take someone into custody
n. anything with restorative powers"
point out,none
point to,none
prevent ... from,none
put away,none
put down,n. a crushing remark
put off,n. A shift for evasion or delay; an evasion; an excuse.
put on,"n a composition that imitates or misrepresents somebody's style, usually in a humorous way
n something intended to deceive; deliberate trickery intended to gain an advantage
n a ludicrous or grotesque act done for fun and amusement"
put on a performance,none
put on weight,none
put out,n. an out resulting from a fielding play (not a strikeout)
put up,s. planned secretly
put up with,none
rather than,none
refer to,none
regard ... as,none
ring back,none
ring off,none
ring up,none
right away,none
right now,none
run away,"n. an easy victory
s. completely out of control"
run out of,none
save one's life,none
scores of,none
see ... off,none
sell out,n. an act of betrayal
send for,none
send out,none
send up,"n a composition that imitates or misrepresents somebody's style, usually in a humorous way"
sentence ... to death,none
separate ... from ...,none
set down,"n. The humbling of a person by act or words, especially by a
   retort or a reproof; the retort or the reproof which has such effect."
set free,none
set off,"n. That which is set off against another thing; an offset.
n. That which is used to improve the appearance of anything;
   a decoration; an ornament.
n. A counterclaim; a cross debt or demand; a distinct claim
   filed or set up by the defendant against the plaintiff's demand.
n. Same as Offset, n., 4.
n. See Offset, 7."
set out,"n. A display, as of plate, equipage, etc.; that which is
   displayed."
set up,n. the way something is organized or arranged
settle down,none
show off,n someone who deliberately behaves in such a way as to attract attention
side by side,none
so as to,none
so far,none
so far as,none
so long as,none
so ... that,none
sooner or later,none
speed up,n the act of accelerating; increasing the speed
spend ... on,none
stand for,none
stick to,none
stop doing sth.,none
stop to do sth.,none
struggle against,none
such as,none
take away,s of or involving food to be taken and eaten off the premises
take it easy,none
take off,"n. a departure; especially of airplanes
n. the initial ascent of an airplane as it becomes airborne"
take one's time,none
take out,"n. prepared food that is intended to be eaten off of the premises
n. (bridge) a bid that asks your partner to bid another suit
s. of or involving food to be taken and eaten off the premises"
take place,none
take sb. in the arms,none
take the place of,none
take up,"n. any of various devices for reducing slack (as in a sewing machine) or taking up motion (as in a loom)
n. the action of taking up as by tightening or absorption or reeling in"
talk about,none
talk of,none
the day after tomorrow,none
the day before yesterday,none
the more ... the more ...,none
the other day,none
think about,none
think of,none
thousands of,none
throw away,"n. words spoken in a casual way with conscious under-emphasis
s. intended to be thrown away after use"
too ... to,none
try on,n putting clothes on to see whether they fit
try out,"n trying something to find out about it
n a test of the suitability of a performer"
turn down,n the act of refusing an offer
turn off,"n. something causing antagonism or loss of interest
n. a side road where you can turn off"
turn on,n. something causing excitement or stimulating interest
turn over,n. a dish made by folding a piece of pastry over a filling
turn up,n the lap consisting of a turned-back hem encircling the end of the sleeve or leg
up and down,none
used to sth.,none
used to do sth.,none
wait for,none
wake up,none
work out,n the activity of exerting your muscles in various ways to keep fit
worry about,none
wrap up,none
write down,n (accounting) reduction in the book value of an asset
write to,none
a chorus of,none
a couple of,none
a film review,none
a huge amount of,none
a series of,none
abacus,"n. a tablet placed horizontally on top of the capital of a column as an aid in supporting the architrave
n. a calculator that performs arithmetic functions by manually sliding counters on rods or in grooves"
abandon,"n. the trait of lacking restraint or control; reckless freedom from inhibition or worry
v. forsake, leave behind
v. give up with the intent of never claiming again
v. stop maintaining or insisting on; of ideas or claims"
abnormal,"a. not normal; not typical or usual or regular or conforming to a norm
a. departing from the normal in e.g. intelligence and development
s. much greater than the normal"
aboard,"r. on a ship, train, plane or other vehicle
r. on first or second or third base
r. side by side
r. part of a group"
absolute,"n. something that is conceived or that exists independently and not in relation to other things; something that does not depend on anything else and is beyond human control; something that is not relative
a. perfect or complete or pure
s. complete and without restriction or qualification; sometimes used informally as intensifiers
s. not limited by law"
absolutely,"r. completely and without qualification; used informally as intensifiers
r. totally and definitely; without question"
abstract,"v. consider a concept without thinking of a specific example; consider abstractly or theoretically
v. consider apart from a particular case or instance
v. give an abstract (of)
a. existing only in the mind; separated from embodiment"
absurd,"n. a situation in which life seems irrational and meaningless
s. inconsistent with reason or logic or common sense
s. incongruous; inviting ridicule"
abuse,"n. a rude expression intended to offend or hurt
v. use foul or abusive language towards
v. use wrongly or improperly or excessively"
accompany,v. go or travel along with
accomplish,"v put in effect
v to gain with effort"
account for,none
accountant,n. someone who maintains and audits business accounts
accumulate,v. collect or gather
accuracy,"n. the quality of being near to the true value
n. (mathematics) the number of significant figures given in a number"
accuse,v. bring an accusation against; level a charge against
achievement,n the action of accomplishing something
acknowledge,"v. report the receipt of
v. express obligation, thanks, or gratitude for
v. accept as legally binding and valid
v. accept (someone) to be what is claimed or accept his power and authority"
acquaintance,"n. personal knowledge or information about someone or something
n. a relationship less intimate than friendship
n. a person with whom you are acquainted"
acquire,"v. locate (a moving entity) by means of a tracking system such as radar
v. win something through one's efforts"
acre,"n. a unit of area (4840 square yards) used in English-speaking countries
n. a territory of western Brazil bordering on Bolivia and Peru
n. a town and port in northwestern Israel in the eastern Mediterranean"
act out,none
adapt to,none
adjust to,none
admirable,"s. deserving of the highest esteem or admiration
s. inspiring admiration or approval"
admit,"v. declare to be true or admit the existence or reality or truth of
v. allow to enter; grant entry to
v. allow participation in or the right to be part of; permit to exercise the rights, functions, and responsibilities of
v. afford possibility"
adopt,"v. choose and follow; as of theories, ideas, policies, strategies or plans
v. take up and practice as one's own
v. take into one's family"
advanced,"s. farther along in physical or mental development
s. comparatively late in a course of development
s. ahead of the times
s. at a higher level in training or knowledge or skill"
affective,s characterized by emotion
against one's will,none
agency,"n. an administrative unit of government
n. a business that serves other businesses
n. the state of being in action or exerting power"
agent,"n. an active and efficient cause; capable of producing a certain effect
n. a representative who acts on behalf of other persons or organizations
n. a substance that exerts some force or effect
n. a businessman who buys or sells for another in exchange for a commission"
agree on,none
air-conditioned,s. cooled by air conditioning
airway,"n a duct that provides ventilation (as in mines)
n a designated route followed by airplanes in flying from one airport to another
n the passages through which air enters and leaves the body
n a commercial enterprise that provides scheduled flights for passengers"
album,"n. one or more recordings issued together; originally released on 12-inch phonograph records (usually with attractive record covers) and later on cassette audiotape and compact disc
n. a book of blank pages with pockets or envelopes; for organizing photographs or stamp collections etc"
alcohol,"n. a liquor or brew containing alcohol as the active agent
n. any of a series of volatile hydroxyl compounds that are made from hydrocarbons by distillation"
alert,"n. condition of heightened watchfulness or preparation for action
n. a warning serves to make you more alert to danger
a. engaged in or accustomed to close observation
s. quick and energetic"
alien,"v. transfer property or ownership
s. not contained in or deriving from the essential nature of something
s. being or from or characteristic of another place or part of the world"
alphabet,n. a character set that includes letters and is used to write a language
alternative,"s. necessitating a choice between mutually exclusive possibilities
s. pertaining to unconventional choices"
altitude,"n. elevation especially above sea level or above the earth's surface
n. the perpendicular distance from the base of a geometric figure to the opposite vertex (or side if parallel)"
amateur,"n. someone who pursues a study or sport as a pastime
n. an athlete who does not play for pay
s. engaged in as a pastime"
ambassador,"n. a diplomat of the highest rank; accredited as representative from one country to another
n. an informal representative"
ambition,"n. a cherished desire
n. a strong drive for success
v. have as one's ambition"
amount,"n. the relative magnitude of something with reference to a criterion
v. be tantamount or equivalent to"
analyse,"v consider in detail and subject to an analysis in order to discover essential features or meaning
v break down into components or essential features
v make a mathematical, chemical, or grammatical analysis of; break down into components or essential features
v subject to psychoanalytic treatment"
analysis,"n. an investigation of the component parts of a whole and their relations in making up the whole
n. the abstract separation of a whole into its constituent parts in order to study the parts and their relations
n. a form of literary criticism in which the structure of a piece of writing is analyzed
n. the use of closed-class words instead of inflections: e.g., `the father of the bride' instead of `the bride's father'"
analyst,"n. someone who is skilled at analyzing data
n. an expert who studies financial data (on credit or securities or sales or financial patterns etc.) and recommends appropriate business actions
n. a licensed practitioner of psychoanalysis"
analytical,"a using or skilled in using analysis (i.e., separating a whole--intellectual or substantial--into its elemental parts or basic principles)
a of a proposition that is necessarily true independent of fact or experience"
angel,"n. spiritual being attendant upon God
n. invests in a theatrical production
n. the highest waterfall; has more than one leap; flow varies seasonally"
ankle,n. a gliding joint between the distal ends of the tibia and fibula and the proximal end of the talus
anniversary,n. the date on which an event occurred in some previous year (or the celebration of it)
annual,"n. (botany) a plant that completes its entire life cycle within the space of a year
n. a reference book that is published regularly once every year
a. completing its life cycle within a year
s. occurring or payable every year"
anti-war,none
anxiety,"n. (psychiatry) a relatively permanent state of worry and nervousness occurring in a variety of mental disorders, usually accompanied by compulsive behavior or attacks of panic
n. a vague unpleasant emotion that is experienced in anticipation of some (usually ill-defined) misfortune"
apparent,"s. clearly revealed to the mind or the senses or judgment
s. appearing as such but not necessarily so"
appeal,"n. attractiveness that interests or pleases or stimulates
n. (law) a legal proceeding in which the appellant resorts to a higher court for the purpose of obtaining a review of a lower court decision and a reversal of the lower court's judgment or the granting of a new trial
v. take a court case to a higher court for review
v. request earnestly (something from somebody); ask for aid or protection"
appetite,n. a feeling of craving something
applaud,"v. clap one's hands or shout after performances to indicate approval
v. express approval of"
appliance,"n. a device or control that is very useful for a particular job
n. durable goods for home or office use"
appoint,"v. create and charge with a task or function
v. assign a duty, responsibility or obligation to
v. furnish"
approach,"n. ideas or actions intended to deal with a problem or situation
n. the act of drawing spatially closer to something
n. the event of one object coming closer to another
n. the temporal property of becoming nearer in time"
appropriate,"v. take possession of by force, as after an invasion
a. suitable for a particular person or place or condition etc"
approve,"v. give sanction to
v. judge to be right or commendable; think well of"
architecture,"n. an architectural product or work
n. the discipline dealing with the principles of design and construction and ornamentation of fine buildings
n. the profession of designing buildings and environments with consideration for their esthetic effect"
arise,"v. originate or come into being
v. rise to one's feet
v. result or issue"
arose,"v come into existence; take on form or shape
v originate or come into being
v rise to one's feet
v result or issue
v move upward
v take part in a rebellion; renounce a former allegiance
v get up and out of bed"
arisen,"v come into existence; take on form or shape
v originate or come into being
v rise to one's feet
v result or issue
v move upward
v take part in a rebellion; renounce a former allegiance
v get up and out of bed"
arrest,n. the state of inactivity following an interruption
artificial,"a. contrived by art rather than nature
s. artificially formal
s. not arising from natural growth or characterized by vital processes"
assess,"v. charge (a person or a property) with a payment, such as a tax or a fine
v. estimate the value of (property) for taxation"
assignment,"n. a duty that you are assigned to perform (especially in the armed forces)
n. the instrument by which a claim or right or interest or property is transferred from one person to another
n. the act of distributing something to designated places or persons
n. an undertaking that you have been assigned to do (as by an instructor)"
assist in,none
associate with,none
assume,"v. take to be the case or to be true; accept without verification or proof
v. take on titles, offices, duties, responsibilities
v. take on a certain form, attribute, or aspect
v. occupy or take on"
attain,"v to gain with effort
v reach a point in time, or a certain state or level
v find unexpectedly
v reach a destination, either real or abstract"
award,"n. a grant made by a law court
n. a tangible symbol signifying approval or distinction
v. give, especially as an honor or reward
v. give as judged due or on the basis of merit"
aware,a. (sometimes followed by `of') having or showing knowledge or understanding or realization or perception
bad-tempered,s annoyed and irritable
band,"n. instrumentalists not including string players
n. a stripe or stripes of contrasting color
n. an adornment consisting of a strip of a contrasting color or material
n. a range of frequencies between two limits"
bare,"v. lay bare
s. completely unclothed
s. lacking in amplitude or quantity
a. lacking its natural or customary covering"
base,"n. installation from which a military force initiates operations
n. a place that the runner must touch before scoring
n. the bottom or lowest part
n. (anatomy) the part of an organ nearest its point of attachment"
be accustomed to,none
be aware of,none
become aware of,none
be in the mood,none
feel in the mood,none
be in the mood for sth.,none
feel in the mood for sth.,none
be in the mood to do sth.,none
feel in the mood to do sth.,none
be based on,none
be bored with,none
be bound to ...,none
be bound to do ...,none
be concerned about sth.,none
be considered as,none
be content with,none
be devoted to,none
be dying for,none
be dying to,none
be honoured for,none
be in touch,none
be in touch with,none
be satisfied with,none
be sentenced to,none
be short of,none
be similar to,none
be stuck in,none
get stuck in,none
benefit,"n. financial assistance in time of need
n. something that aids or promotes well-being
n. a performance to raise money for a charitable cause
v. be beneficial for"
biography,n. an account of the series of events making up a person's life
birthrate,n. the ratio of live births in an area to the population of that area; expressed per 1000 population per year
body-shape,none
bonus,"n. anything that tends to arouse
n. an additional payment (or other remuneration) to employees as a means of increasing output"
bribe,"n. payment made to a person in a position of trust to corrupt his judgment
v. make illegal payments to in exchange for favors or influence"
bring ... back to life,none
bring sth. to the attention of sb.,none
bungee jumping,none
by means of ...,none
calculate,"v. make a mathematical calculation or computation
v. judge to be probable
v. specifically design a product, event, or activity for a certain public"
calculator,"n. an expert at calculation (or at operating calculating machines)
n. a small machine that is used for mathematical calculations"
calendar,"n. a system of timekeeping that defines the beginning and length and divisions of the year
n. a list or register of events (appointments or social events or court cases etc)
n. a tabular array of the days (usually for one year)
v. enter into a calendar"
calm down,none
Cantonese,n the dialect of Chinese spoken in Canton and neighboring provinces and in Hong Kong and elsewhere outside China
capable,"a. (usually followed by `of') having capacity or ability
s. possibly accepting or permitting
a. (followed by `of') having the temperament or inclination for"
capsule,"n. a small container
n. a pill in the form of a small rounded gelatinous container with medicine inside
n. a dry dehiscent seed vessel or the spore-containing structure of e.g. mosses
n. a structure that encloses a body part"
caption,"n. taking exception; especially a quibble based on a captious argument
n. brief description accompanying an illustration
v. provide with a caption, as of a photograph or a drawing"
capture,"n. the act of forcibly dispossessing an owner of property
n. a process whereby a star or planet holds an object in its gravitational field
n. any process in which an atomic or nuclear system acquires an additional particle
n. the act of taking of a person by force"
care about,none
career,"n. the particular occupation for which you are trained
n. the general progression of your working or professional life
v. move headlong at high speed"
carnival,"n. a festival marked by merrymaking and processions
n. a traveling show; having sideshows and rides and games of skill etc."
casual,"s. marked by blithe unconcern
s. without or seeming to be without plan or method; offhand
s. appropriate for ordinary or routine occasions
s. occurring or appearing or singled out by chance"
cell,"n. any small compartment
n. (biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals
n. a device that delivers an electric current as the result of a chemical reaction
n. a small unit serving as part of or as the nucleus of a larger political movement"
centimeter,n. a metric unit of length equal to one hundredth of a meter
CEO,n the corporate executive responsible for the operations of the firm; reports to a board of directors; may appoint other managers (including a president)
Chief Executive Officer,none
certain,"s. definite but not specified or identified
a. having or feeling no doubt or uncertainty; confident and assured
a. established beyond doubt or question; definitely known
a. certain to occur; destined or inevitable"
Cha-cha,"n. a modern ballroom dance from Latin America; small steps and swaying movements of the hips
v. dance the cha-cha"
characteristic,"n. a distinguishing quality
n. the integer part (positive or negative) of the representation of a logarithm; in the expression log 643 = 2.808 the characteristic is 2
n. any measurable property of a device measured under closely specified conditions
a. typical or distinctive"
charming,"s. pleasing or delighting
s. possessing or using or characteristic of or appropriate to supernatural powers"
chase,"n. United States politician and jurist who served as chief justice of the United States Supreme Court (1808-1873)
n. a rectangular metal frame used in letterpress printing to hold together the pages or columns of composed type that are printed at one time
v. go after with the intent to catch
v. pursue someone sexually or romantically"
chat show,none
check-in,n. the act of reporting your presence (as at an airport or a hotel)
cheerful,"a. being full of or promoting cheer; having or showing good spirits
s. pleasantly (even unrealistically) optimistic"
cheerleader,"n. an enthusiastic and vocal supporter
n. someone who leads the cheers by spectators at a sporting event"
cheque,v. withdraw money by writing a check
chewing gum,none
circular,"n. an advertisement (usually printed on a page or in a leaflet) intended for wide distribution
s. describing a circle; moving in a circle"
circulate,"v. cause to become widely known
v. cause be distributed
v. move through a space, circuit or system, returning to the starting point
v. cause to move in a circuit or system"
circumstance,"n. a condition that accompanies or influences some event or activity
n. information that should be kept in mind when making a decision
n. formal ceremony about important occasions"
civilian,"n. a nonmilitary citizen
a. associated with civil life or performed by persons who are not active members of the military"
claim,"n. an assertion of a right (as to money or property)
n. an assertion that something is true or factual
n. demand for something as rightful or due
n. an informal right to something"
clarify,"v. make clear and (more) comprehensible
v. make clear by removing impurities or solids, as by heating"
classify,"v. arrange or order by classes or categories
v. declare unavailable, as for security reasons"
clear up,none
climatic,a. of or relating to a climate
clone,"n. a group of genetically identical cells or organisms derived from a single cell or individual by some kind of asexual reproduction
v. make multiple identical copies of"
column,"n. a line of units following one after another
n. a vertical glass tube used in column chromatography; a mixture is poured in the top and washed through a stationary substance where components of the mixture are adsorbed selectively to form colored bands
n. a vertical array of numbers or other information
n. anything that approximates the shape of a column or tower"
come straight to the point,none
come to power,none
committee,"n. a special group delegated to consider some matter
n. a self-constituted organization to promote something"
complain,"v. express complaints, discontent, displeasure, or unhappiness
v. make a formal accusation; bring a formal charge"
complex,"n. a conceptual whole made up of complicated and related parts
n. a compound described in terms of the central atom to which other atoms are bound or coordinated
n. (psychoanalysis) a combination of emotions and impulses that have been rejected from awareness but still influence a person's behavior
a. complicated in structure; consisting of interconnected parts"
concerned,"a. feeling or showing worry or solicitude
s. involved in or affected by or having a claim to or share in"
conference,"n. a prearranged meeting for consultation or exchange of information or discussion (especially one with a formal agenda)
n. a discussion among participants who have an agreed (serious) topic"
confidence,"n. a feeling of trust (in someone or something)
n. a state of confident hopefulness that events will be favorable
n. a trustful relationship
n. a secret that is confided or entrusted to another"
confirm,"v. establish or strengthen as with new evidence or facts
v. strengthen or make more firm
v. make more firm
v. support a person for a position"
confusing,"s. causing confusion or disorientation
s. lacking clarity of meaning; causing confusion or perplexity"
consist of,none
consultant,n an expert who gives advice
contact,"n. close interaction
n. the act of touching physically
n. the state or condition of touching or of being in immediate proximity
n. the physical coming together of two or more things"
contest,"n. an occasion on which a winner is selected from among two or more contestants
n. a struggle between rivals
v. to make the subject of dispute, contention, or litigation"
contribute,"v. contribute to some cause
v. be conducive to"
convey,"v. make known; pass on, of information
v. transfer to another
v. transmit a title or property"
convince,"v make (someone) agree, understand, or realize the truth or validity of something"
cooperate,v work together on a common enterprise of project
cooperation,"n. joint operation or action
n. the practice of cooperating"
costume,"n. the attire worn in a play or at a fancy dress ball
n. unusual or period attire not characteristic of or appropriate to the time and place
n. the prevalent fashion of dress (including accessories and hair style as well as garments)
n. the attire characteristic of a country or a time or a social class"
council,"n. a body serving in an administrative capacity
n. (Christianity) an assembly of theologians and bishops and other representatives of different churches or dioceses that is convened to regulate matters of discipline or doctrine
n. a meeting of people for consultation"
count on,none
crack,"n. a long narrow opening
n. a sudden sharp noise
n. a blemish resulting from a break without complete separation of the parts
n. a purified and potent form of cocaine that is smoked rather than snorted; highly addictive"
crash,"n. a serious accident (usually involving one or more vehicles)
n. a sudden large decline of business or the prices of stocks (especially one that causes additional failures)
n. the act of colliding with something
n. (computer science) an event that causes a computer system to become inoperative"
creative,"a. having the ability or power to create
s. promoting construction or creation"
creature,"n. a human being; `wight' is an archaic term
n. a person who is controlled by others and is used to perform unpleasant or dishonest tasks for someone else"
credit card,none
cross-talk,n. the presence of an unwanted signal via an accidental coupling
crown,"n. the Crown (or the reigning monarch) as the symbol of the power and authority of a monarchy
n. the part of a tooth above the gum that is covered with enamel
n. a wreath or garland worn on the head to signify victory
n. an ornamental jeweled headdress signifying sovereignty"
crucial,"a. of extreme importance; vital to the resolution of a crisis
s. having crucial relevance"
cultural,"a. of or relating to the arts and manners that a group favors
s. denoting or deriving from or distinctive of the ways of living built up by a group of people
a. of or relating to the shared knowledge and values of a society
a. relating to the raising of plants or animals"
current,"n. a flow of electricity through a conductor
n. a steady flow of a fluid (usually from natural causes)
a. occurring in or belonging to the present time"
cute,s. obviously contrived to charm
CV,"n a summary of your academic and work history
s being five more than one hundred"
curriculum vitae,none
darken,"v. become dark or darker
v. tarnish or stain
v. make dark or darker"
date back to,none
deadly,"s. causing or capable of causing death
s. of an instrument of certain death
s. extremely poisonous or injurious; producing venom
s. involving loss of divine grace or spiritual death"
deal,"n. a particular instance of buying or selling
n. a plank of softwood (fir or pine board)
n. the type of treatment received (especially as the result of an agreement)
n. the act of distributing playing cards"
decade,n. a period of 10 years
decide on,none
decrease,"n. a change downward
n. a process of becoming smaller or shorter
n. the amount by which something decreases
n. the act of decreasing or reducing something"
dedicated,a. devoted to a cause or ideal or purpose
defend against,none
definite,"a. precise; explicit and clearly defined
s. known for certain"
delay,"n. time during which some action is awaited
n. the act of delaying; inactivity resulting in something being put off until a later time
v. cause to be slowed down or delayed
v. act later than planned, scheduled, or required"
delegate,"n. a person appointed or elected to represent others
v. transfer power to someone
v. give an assignment to (a person) to a post, or assign a task to (a person)"
deliver,"v. deliver (a speech, oration, or idea)
v. bring to a destination, make a delivery
v. utter (an exclamation, noise, etc.)
v. save from sins"
delta,"n. a low triangular area of alluvial deposits where a river divides before entering a larger body of water
n. an object shaped like an equilateral triangle
n. the 4th letter of the Greek alphabet"
deny,"v. declare untrue; contradict
v. refuse to accept or believe
v. refuse to grant, as of a petition or request
v. refuse to let have"
dependent,"a. relying on or requiring a person or thing for support, supply, or what is needed
s. contingent on something else
a. (of a clause) unable to stand alone syntactically as a complete sentence"
describe,v. give a description of
designer,n. a person who devises plots or intrigues
destination,n. the ultimate goal for which something is done
destroy,"v. do away with, cause the destruction or undoing of
v. destroy completely; damage irreparably
v. put (an animal) to death"
detective,"n. a police officer who investigates crimes
n. an investigator engaged or employed in obtaining information not easily available to the public"
determined,"s. characterized by great determination
a. having been learned or found or determined especially by investigation
s. devoting full strength and concentrated attention to
s. determined or decided upon as by an authority"
devote ... to,none
dictate,"n. an authoritative rule
n. a guiding principle
v. say out loud for the purpose of recording
v. rule as a dictator"
directly,"r. without deviation
r. without anyone or anything intervening
r. in a forthright manner; candidly or frankly"
disappointed,"v fail to meet the hopes or expectations of
s disappointingly unsuccessful"
disco,"n. popular dance music (especially in the late 1970s); melodic with a regular bass beat; intended mainly for dancing at discotheques
n. a public dance hall for dancing to recorded popular music
v. dance to disco music"
disorder,"n. a physical condition in which there is a disturbance of normal functioning
n. a disturbance of the peace or of public order
v. bring disorder to"
distant,"a. separated in space or coming from or going to a distance
a. far apart in relevance or relationship or kinship
s. separate or apart in time
s. located far away spatially"
divorce,"n. the legal dissolution of a marriage
v. get a divorce; formally terminate a marriage"
DNA,n (biochemistry) a long linear polymer found in the nucleus of a cell and formed from nucleotides and shaped like a double helix; associated with the transmission of genetic information
do away with,none
do sb. good,none
domestic,"n. a servant who is paid to perform menial tasks around the household
a. of concern to or concerning the internal affairs of a nation
a. of or relating to the home
a. of or involving the home or family"
dominate,"v. be in control
v. have dominance or the power to defeat over
v. look down on"
dragon,"n. a creature of Teutonic mythology; usually represented as breathing fire and having a reptilian body and sometimes wings
n. a fiercely vigilant and unpleasant woman
n. any of several small tropical Asian lizards capable of gliding by spreading winglike membranes on each side of the body"
drama,"n. an episode that is turbulent or highly emotional
n. the literary genre of works intended for the theater
n. the quality of being arresting or highly emotional"
dramatic,"a. suitable to or characteristic of drama
s. sensational in appearance or thrilling in effect
a. pertaining to or characteristic of drama
a. used of a singer or singing voice that is marked by power and expressiveness and a histrionic or theatrical style"
draw a conclusion,none
draw sb's attention to,none
dream team,none
drive away,none
drop out,"n. someone who quits school before graduation
n. someone who withdraws from a social group or environment"
drought,"n. a shortage of rainfall
n. a prolonged shortage"
dynasty,n. a sequence of powerful leaders in the same family
earphone,n. electro-acoustic transducer for converting electric signals into sounds; it is held over or inserted into the ear
earplug,"n. an earphone that is inserted into the ear canal
n. a plug of cotton, wax, or rubber that is fitted into the ear canal for protection against the entry of water or loud noise"
earring,n. jewelry to ornament the ear; usually clipped to the earlobe or fastened through a hole in the lobe
economy,"n. the system of production and distribution and consumption
n. the efficient use of resources
n. frugality in the expenditure of money or resources
n. an act of economizing; reduction in cost"
educational,"a. relating to the process of education
s. providing knowledge"
effective,"a. producing or capable of producing an intended result or having a striking effect
s. able to accomplish a purpose; functioning effectively
s. works well as a means or remedy
s. exerting force or influence"
efficient,a. being effective without wasting time or effort or expense
embarrassed,s. made to feel uncomfortable because of shame or wounded pride
employment,"n. the state of being employed or having a job
n. the occupation for which you are paid
n. the act of giving someone a job"
end up,none
endanger,v. pose a threat to; present a danger to
entertainment,n. an activity that is diverting and that holds the attention
entirely,r. without any others being included or involved
environment,"n. the totality of surrounding conditions
n. the area in which something exists or lives"
establish,"v. set up or found
v. set up or lay the groundwork for
v. bring about
v. use as a basis for; found on"
estimate,"n. an approximate calculation of quantity or degree or worth
n. a judgment of the qualities of something or somebody
n. a statement indicating the likely cost of some job
n. the respect with which a person is held"
event,"n. something that happens at a given place and time
n. a special set of circumstances
n. a phenomenon located at a single point in space-time; the fundamental observational entity in relativity theory"
