a,"n. the 1st letter of the Roman alphabet
n. the blood group whose red cells carry the A antigen"
wait,"n. the act of waiting (remaining inactive in one place while expecting something)
v. stay in one place and anticipate or expect something
v. wait before acting
v. serve as a waiter or waitress in a restaurant"
waiter,"n. a person whose occupation is to serve at table (as in a restaurant)
n. a person who waits or awaits"
waiting room,none
waitress,n. a woman waiter
wake,"n. the wave that spreads behind a boat as it moves forward
n. a vigil held over a corpse the night before burial
v. be awake, be alert, be there
v. make aware of"
walk,"n. the act of traveling by foot
n. manner of walking
n. the act of walking somewhere
n. a path set aside for walking"
wallet,n. a pocket-size case for holding papers and paper money
walnut,"n. nut of any of various walnut trees having a wrinkled two-lobed seed with a hard shell
n. hard dark-brown wood of any of various walnut trees; used especially for furniture and paneling
n. any of various trees of the genus Juglans"
wander,v. go via an indirect route or at no set pace
want,"v. have need of
v. hunt or look for; want for a particular reason
v. wish or demand the presence of
v. be without, lack; be deficient in"
war,"n. the waging of armed conflict against an enemy
n. a legal state created by a declaration of war and ended by official declaration during which the international rules of war apply
n. an active struggle between competing entities
n. a concerted campaign to end something that is injurious"
wall,"n. an architectural partition with a height and length greater than its thickness; used to divide or enclose an area or to support another structure
n. anything that suggests a wall in structure or function or effect
n. (anatomy) a layer (a lining or membrane) that encloses a structure
n. a difficult or awkward situation"
ward,"n. a person who is under the protection or in the custody of another
n. a district into which a city or town is divided for the purpose of administration and elections
n. block forming a division of a hospital (or a suite of rooms) shared by patients who need a similar kind of care
n. English economist and conservationist (1914-1981)"
warehouse,"n. a storehouse for goods and merchandise
v. store in a warehouse"
warm,"v. get warm or warmer
v. make warm or warmer
a. having or producing a comfortable and agreeable degree of heat or imparting or maintaining heat
a. psychologically warm; friendly and responsive"
warmth,n. the quality of having a moderate degree of heat
warn,"v. notify of danger, potential harm, or risk
v. admonish or counsel in terms of someone's behavior
v. ask to go away
v. notify, usually in advance"
wash,"n. a thin coat of water-base paint
n. the work of cleansing (usually with soap and water)
n. the dry bed of an intermittent stream (as at the bottom of a canyon)
n. a watercolor made by applying a series of monochrome washes one over the other"
washroom,n. a lavatory (particularly a lavatory in a public place)
waste,"n. any materials unused and rejected as worthless or unwanted
n. useless or profitless activity; using or expending or consuming thoughtlessly or carelessly
n. (law) reduction in the value of an estate caused by act or neglect
v. spend thoughtlessly; throw away"
watch,"n. a small portable timepiece
n. a period of time (4 or 2 hours) during which some of a ship's crew are on duty
n. a purposeful surveillance to guard or observe
n. the period during which someone (especially a guard) is on duty"
water,"n. binary compound that occurs at room temperature as a clear colorless odorless tasteless liquid; freezes into ice below 0 degrees centigrade and boils above 100 degrees centigrade; widely used as a solvent
n. once thought to be one of four elements composing the universe (Empedocles)
n. a liquid necessary for the life of most animals and plants
v. supply with water, as with channels or ditches or streams"
watermelon,"n. an African melon
n. large oblong or roundish melon with a hard green rind and sweet watery red or occasionally yellowish pulp"
wave,"n. one of a series of ridges that moves across the surface of a liquid (especially across a large body of water)
n. a movement like that of a sudden occurrence or increase in a specified phenomenon
n. (physics) a movement up and down or back and forth
n. something that rises rapidly"
wax,"n. any of various substances of either mineral origin or plant or animal origin; they are solid at normal temperatures and insoluble in water
v. cover with wax
v. go up or advance
v. increase in phase"
way,"n. the condition of things generally
n. a course of conduct
n. any artifact consisting of a road or path affording passage from one place to another
n. a journey or passage"
we,"pl.  of I
obj. The plural nominative case of the pronoun of the first
   person; the word with which a person in speaking or writing denotes a
   number or company of which he is one, as the subject of an action
   expressed by a verb."
weak,"a. wanting in physical strength
s. tending downward in price
s. deficient or lacking in some skill
s. (used of verbs) having standard (or regular) inflection"
weakness,"n. the property of lacking physical or mental strength; liability to failure under pressure or stress or strain
n. the condition of being financially weak
n. a penchant for something even though it might not be good for you"
wealth,"n. the state of being rich and affluent; having a plentiful supply of material goods and money
n. the quality of profuse abundance
n. an abundance of material possessions and resources
n. property that has economic utility: a monetary value or an exchange value"
wealthy,s having an abundant supply of money or possessions of value
wear,"n. impairment resulting from long use
n. the act of having on your person as a covering or adornment
v. be dressed in
v. have on one's person"
weather,"n. the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation
v. face and withstand with courage
v. cause to slope
v. sail to the windward of"
web,"n. an intricate network suggesting something that was formed by weaving or interweaving
n. an intricate trap that entangles or ensnares its victim
n. a fabric (especially a fabric in the process of being woven)
n. membrane connecting the toes of some aquatic birds and mammals"
website,n a computer connected to the internet that maintains a series of web pages on the World Wide Web
wedding,"n. the social event at which the ceremony of marriage is performed
n. a party of people at a wedding"
Wednesday,n. the fourth day of the week; the third working day
weed,"n. any plant that crowds out cultivated plants
n. a black band worn by a man (on the arm or hat) as a sign of mourning
v. clear of weeds"
week,"n. any period of seven consecutive days
n. a period of seven consecutive days starting on Sunday"
weekday,n. any day except Sunday (and sometimes except Saturday)
weekend,"n. a time period usually extending from Friday night through Sunday; more loosely defined as any period of successive days including one and only one Sunday
v. spend the weekend"
weekly,"n. a periodical that is published every week (or 52 issues per year)
s. of or occurring every seven days"
weep,"v shed tears because of sadness, rage, or pain"
weigh,"v. have a certain weight
v. determine the weight of
v. to be oppressive or burdensome"
weight,"n. the vertical force exerted by a mass as a result of gravity
n. sports equipment used in calisthenic exercises and weightlifting; it is not attached to anything and is raised and lowered by use of the hands and arms
n. the relative importance granted to something
n. an artifact that is heavy"
welcome,"n. the state of being welcome
n. a greeting or reception
v. accept gladly
v. bid welcome to; greet upon arrival"
welfare,"n governmental provision of economic assistance to persons in need
n something that aids or promotes well-being
n a contented state of being happy and healthy and prosperous"
well,"n. a deep hole or shaft dug or drilled to obtain water or oil or gas or brine
n. a cavity or vessel used to contain liquid
n. an abundant source
n. an open shaft through the floors of a building (as for a stairway)"
well-known,s. widely or fully known
west,"n. the countries of (originally) Europe and (now including) North America and South America
n. the cardinal compass point that is a 270 degrees
n. the region of the United States lying to the west of the Mississippi River
n. the direction corresponding to the westward cardinal compass point"
western,"n. a film about life in the western United States during the period of exploration and development
n. a sandwich made from a western omelet
a. relating to or characteristic of the western parts of the world or the West as opposed to the eastern or oriental parts
a. of or characteristic of regions of the United States west of the Mississippi River"
westward,r. toward the west
westwards,"n the cardinal compass point that is a 270 degrees
r toward the west"
wet,"v. cause to become wet
v. make one's bed or clothes wet by urinating
a. covered or soaked with a liquid such as water
a. containing moisture or volatile components"
whale,"n. any of the larger cetacean mammals having a streamlined body and breathing through a blowhole on the head
v. hunt for whales"
what,"pron., a., & adv. As an interrogative pronoun, used in asking
   questions regarding either persons or things; as, what is this? what
   did you say? what poem is this? what child is lost?
pron., a., & adv. As an exclamatory word: -- (a) Used absolutely
   or independently; -- often with a question following.
pron., a., & adv. Used adjectively, meaning how remarkable, or
   how great; as, what folly! what eloquence! what courage!
pron., a., & adv. Sometimes prefixed to adjectives in an
   adverbial sense, as nearly equivalent to how; as, what happy boys!
pron., a., & adv. As a relative pronoun
pron., a., & adv. Used substantively with the antecedent
   suppressed, equivalent to that which, or those [persons] who, or those
   [things] which; -- called a compound relative.
pron., a., & adv. Used adjectively, equivalent to the . . .
   which; the sort or kind of . . . which; rarely, the . . . on, or at,
   which.
pron., a., & adv. Used adverbially in a sense corresponding to
   the adjectival use; as, he picked what good fruit he saw.
pron., a., & adv. Whatever; whatsoever; what thing soever; --
   used indefinitely.
pron., a., & adv. Used adverbially, in part; partly; somewhat;
   -- with a following preposition, especially, with, and commonly with
   repetition.
n. Something; thing; stuff.
interrog. adv. Why? For what purpose? On what account?"
whatever,s one or some or every or all without specification
wheat,"n. annual or biennial grass having erect flower spikes and light brown grains
n. grains of common wheat; sometimes cooked whole or cracked as cereal; usually ground into flour"
wheel,"n. a simple machine consisting of a circular frame with spokes (or a solid disc) that can rotate on a shaft or axle (as in vehicles or other machines)
n. forces that provide energy and direction
n. a circular helm to control the rudder of a vessel
v. change directions as if revolving on a pivot"
when,"adv. At what time; -- used interrogatively.
adv. At what time; at, during, or after the time that; at or
   just after, the moment that; -- used relatively.
adv. While; whereas; although; -- used in the manner of a
   conjunction to introduce a dependent adverbial sentence or clause,
   having a causal, conditional, or adversative relation to the principal
   proposition; as, he chose to turn highwayman when he might have
   continued an honest man; he removed the tree when it was the best in
   the grounds.
adv. Which time; then; -- used elliptically as a noun."
whenever,adv. & conj. At whatever time.
where,"pron. & conj. Whether.
adv. At or in what place; hence, in what situation, position,
   or circumstances; -- used interrogatively.
adv. At or in which place; at the place in which; hence, in the
   case or instance in which; -- used relatively.
adv. To what or which place; hence, to what goal, result, or
   issue; whither; -- used interrogatively and relatively; as, where are
   you going?
conj. Whereas.
n. Place; situation."
wherever,r. where in the world
whether,"pron. Which (of two); which one (of two); -- used
   interrogatively and relatively.
conj. In case; if; -- used to introduce the first or two or
   more alternative clauses, the other or others being connected by or, or
   by or whether. When the second of two alternatives is the simple
   negative of the first it is sometimes only indicated by the particle
   not or no after the correlative, and sometimes it is omitted entirely
   as being distinctly implied in the whether of the first."
which,"a. Of what sort or kind; what; what a; who.
a. A interrogative pronoun, used both substantively and
   adjectively, and in direct and indirect questions, to ask for, or refer
   to, an individual person or thing among several of a class; as, which
   man is it? which woman was it? which is the house? he asked which route
   he should take; which is best, to live or to die? See the Note under
   What, pron., 1.
pron. A relative pronoun, used esp. in referring to an
   antecedent noun or clause, but sometimes with reference to what is
   specified or implied in a sentence, or to a following noun or clause
   (generally involving a reference, however, to something which has
   preceded). It is used in all numbers and genders, and was formerly used
   of persons.
pron. A compound relative or indefinite pronoun, standing for
   any one which, whichever, that which, those which, the . . . which, and
   the like; as, take which you will."
whichever,pron. & a. Alt. of Whichsoever
while,n. a period of indeterminate length (usually short) marked by some action or condition
whisper,"n. speaking softly without vibration of the vocal cords
v. speak softly; in a low voice"
whistle,"n. the sound made by something moving rapidly or by steam coming out of a small aperture
n. the act of signalling (e.g., summoning) by whistling or blowing a whistle
n. a small wind instrument that produces a whistling sound by blowing into it
n. acoustic device that forces air or steam against an edge or into a cavity and so produces a loud shrill sound"
white,"n. a member of the Caucasoid race
n. the quality or state of the achromatic color of greatest lightness (bearing the least resemblance to black)
n. United States jurist appointed chief justice of the United States Supreme Court in 1910 by President Taft; noted for his work on antitrust legislation (1845-1921)
n. Australian writer (1912-1990)"
who,n a United Nations agency to coordinate international health activities and to help governments improve health services
whole,"n. all of something including all its component elements or parts
n. an assemblage of parts that is regarded as a single entity
a. including all components without exception; being one unit or constituting the full amount or extent or duration; complete
a. (of siblings) having the same parents"
whom,pron. The objective case of who. See Who.
whose,"pron. The possessive case of who or which. See Who, and Which."
why,"n. the cause or intention underlying an action or situation, especially in the phrase `the whys and wherefores'"
wide,"a. having great (or a certain) extent from one side to the other
a. great in degree
s. having ample fabric
s. not on target"
widespread,s. widely circulated or diffused
widow,"n. a woman whose husband is dead especially one who has not remarried
v. cause to be without a spouse"
wife,n. a married woman; a man's partner in marriage
wild,"n. a wild primitive state untouched by civilization
a. marked by extreme lack of restraint or control
a. in a natural state; not tamed or domesticated or cultivated
s. in a state of extreme emotion"
wildlife,n. all living things (except people) that are undomesticated
will,"n. a fixed and persistent intent or purpose
n. a legal document declaring a person's wishes regarding the disposal of their property when they die
v. decree or ordain
v. determine by choice"
willing,a. disposed or inclined toward
win,"n. a victory (as in a race or other competition)
v. be the winner in a contest or competition; be victorious"
wind,"n. air moving (sometimes with considerable force) from an area of high pressure to an area of low pressure
n. a tendency or force that influences events
n. breath
n. empty rhetoric or insincere or exaggerated talk"
wind,"n. air moving (sometimes with considerable force) from an area of high pressure to an area of low pressure
n. a tendency or force that influences events
n. breath
n. empty rhetoric or insincere or exaggerated talk"
window,"n. a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air
n. a transparent opening in a vehicle that allow vision out of the sides or back; usually is capable of being opened
n. a transparent panel (as of an envelope) inserted in an otherwise opaque material
n. an opening that resembles a window in appearance or function"
windy,"s. resembling the wind in speed, force, or variability"
wine,"n. fermented juice (of grapes especially)
n. a red as dark as red wine
v. drink wine
v. treat to wine"
wing,"n. a movable organ for flying (one of a pair)
n. one of the horizontal airfoils on either side of the fuselage of an airplane
n. a stage area out of sight of the audience
n. a unit of military aircraft"
winner,"n. the contestant who wins the contest
n. a gambler who wins a bet"
winter,"n. the coldest season of the year; in the northern hemisphere it extends from the winter solstice to the vernal equinox
v. spend the winter"
wipe,v. rub with a circular motion
wire,"n. ligament made of metal and used to fasten things or make cages or fences etc
n. a metal conductor that carries electricity over a distance
n. the finishing line on a racetrack
v. provide with electrical circuits"
wisdom,"n. accumulated knowledge or erudition or enlightenment
n. the trait of utilizing knowledge and experience with common sense and insight
n. ability to apply knowledge or experience or understanding or common sense and insight
n. the quality of being prudent and sensible"
wise,"n. a way of doing or being
n. United States Jewish leader (born in Hungary) (1874-1949)
n. United States religious leader (born in Bohemia) who united reform Jewish organizations in the United States (1819-1900)
a. having or prompted by wisdom or discernment"
wish,"n. a specific feeling of desire
n. an expression of some desire or inclination
n. the particular preference that you have
v. hope for; have a wish"
withdraw,"v. pull back or move away or backward
v. remove (a commodity) from (a supply source)"
within,r on the inside
without,"prep. On or at the outside of; out of; not within; as,
   without doors.
prep. Out of the limits of; out of reach of; beyond.
prep. Not with; otherwise than with; in absence of,
   separation from, or destitution of; not with use or employment of;
   independently of; exclusively of; with omission; as, without labor;
   without damage.
conj. Unless; except; -- introducing a clause.
adv. On or art the outside; not on the inside; not within;
   outwardly; externally.
adv. Outside of the house; out of doors."
witness,"n. someone who sees an event and reports what happened
n. testimony by word or deed to your religious faith
n. (law) a person who attests to the genuineness of a document or signature by adding their own signature
n. (law) a person who testifies under oath in a court of law"
wolf,"n. any of various predatory carnivorous canine mammals of North America and Eurasia that usually hunt in packs
n. Austrian composer (1860-1903)
n. German classical scholar who claimed that the Iliad and Odyssey were composed by several authors (1759-1824)
n. a man who is aggressive in making amorous advances to women"
wonder,"n. the feeling aroused by something strange and surprising
n. something that causes feelings of wonder
v. have a wish or desire to know something
v. place in doubt or express doubtful speculation"
wonderful,s extraordinarily good or great; used especially as intensifiers
wood,"n. the hard fibrous lignified substance under the bark of trees
n. United States film actress (1938-1981)
n. English conductor (1869-1944)
n. English writer of novels about murders and thefts and forgeries (1814-1887)"
wooden,"s. made or consisting of (entirely or in part) or employing wood
s. lacking ease or grace"
wool,"n. a fabric made from the hair of sheep
n. fiber sheared from animals (such as sheep) and twisted into yarn for weaving
n. outer coat of especially sheep and yaks"
woollen,"n a fabric made from the hair of sheep
a of or related to or made of wool"
word,"n. a unit of language that native speakers can identify
n. a brief statement
n. a verbal command for action
n. a word is a string of bits stored in computer memory"
work,"n. activity directed toward making or doing something
n. a product produced or accomplished through the effort or activity or agency of a person or thing
n. (physics) a manifestation of energy; the transfer of energy from one physical system to another expressed as the product of a force and the distance through which it moves a body in the direction of that force
v. exert oneself by doing mental or physical work for a purpose or out of necessity"
world,"n. people in general; especially a distinctive group of people with some shared interest
n. all of your experiences that determine how things appear to you
n. a part of the earth that can be considered separately
n. all of the living human inhabitants of the earth"
worldwide,s. spanning or extending throughout the entire world
worm,"n. any of numerous relatively small elongated soft-bodied animals especially of the phyla Annelida and Chaetognatha and Nematoda and Nemertea and Platyhelminthes; also many insect larvae
n. a person who has a nasty or unethical character undeserving of respect
n. a software program capable of reproducing itself that can spread from one computer to the next over a network
n. screw thread on a gear with the teeth of a worm wheel or rack"
worn,a. affected by wear; damaged by long use
worried,"v be worried, concerned, anxious, troubled, or uneasy
v be concerned with
v disturb the peace of mind of; afflict with mental agitation or distress
v be on the mind of
v lacerate by biting
v touch or rub constantly
s afflicted with or marked by anxious uneasiness or trouble or grief
s mentally upset over possible misfortune or danger etc"
worry,"n. a strong feeling of anxiety
v. be worried, concerned, anxious, troubled, or uneasy
v. be concerned with
v. disturb the peace of mind of; afflict with mental agitation or distress"
worse,"n. something inferior in quality or condition or effect
a. (comparative of `bad') inferior to another in quality or condition or desirability
a. changed for the worse in health or fitness
r. (comparative of `ill') in a less effective or successful or desirable manner"
worst,"n. the least favorable outcome
n. the greatest damage or wickedness of which one is capable
n. the weakest effort or poorest achievement one is capable of
v. defeat thoroughly"
worth,"n. an indefinite quantity of something having a specified value
n. the quality that renders something desirable or valuable or useful
n. French couturier (born in England) regarded as the founder of Parisian haute couture; noted for introducing the bustle (1825-1895)
s. having a specified value"
worthwhile,s. sufficiently valuable to justify the investment of time or interest
worthy,"n. an important, honorable person (word is often used humorously)
a. having worth or merit or value; being honorable or admirable
s. having qualities or abilities that merit recognition in some way"
wound,"n. an injury to living tissue (especially an injury involving a cut or break in the skin)
n. a casualty to military personnel resulting from combat
n. a figurative injury (to your feelings or pride)
n. the act of inflicting a wound"
wrestle,"n. the act of engaging in close hand-to-hand combat
v. combat to overcome an opposing tendency or force
v. engage in deep thought, consideration, or debate
v. engage in a wrestling match"
wrinkle,"n. a slight depression in the smoothness of a surface
n. a minor difficulty
n. a clever method of doing something (especially something new and different)
v. make wrinkles or creases on a smooth surface; make a pressed, folded or wrinkled line in"
wrist,n. a joint between the distal end of the radius and the proximal row of carpal bones
write,"v. produce a literary work
v. communicate or express by writing
v. communicate (with) in writing
v. communicate by letter"
wrong,"n. that which is contrary to the principles of justice or law
n. any harm or injury resulting from a violation of a legal right
v. treat unjustly; do wrong to
a. contrary to conscience or morality or law"
X-ray,"v. examine by taking x-rays
v. take an x-ray of something or somebody"
yard,"n. a unit of length equal to 3 feet; defined as 91.44 centimeters; originally taken to be the average length of a stride
n. the enclosed land around a house or other building
n. a tract of land enclosed for particular activities (sometimes paved and usually associated with buildings)
n. a tract of land where logs are accumulated"
yawn,"n. an involuntary intake of breath through a wide open mouth; usually triggered by fatigue or boredom
v. utter a yawn, as from lack of oxygen or when one is tired"
year,"n. a period of time containing 365 (or 366) days
n. a period of time occupying a regular part of a calendar year that is used for some particular activity
n. the period of time that it takes for a planet (as, e.g., Earth or Mars) to make a complete revolution around the sun"
yell,v. utter or declare in a very loud voice
yellow,"n. yellow color or pigment; the chromatic color resembling the hue of sunflowers or ripe lemons
v. turn yellow
s. of the color intermediate between green and orange in the color spectrum; of something resembling the color of an egg yolk
s. changed to a yellowish color by age"
yesterday,"n. the day immediately before today
n. the recent past
r. on the day preceding today
r. in the recent past; only a short time ago"
yet,"r. up to the present time
r. within an indefinite time or at an unspecified future time"
yoghurt,n a custard-like food made from curdled milk
you,"dat. & obj. The pronoun of the second person, in the nominative,
   dative, and objective case, indicating the person or persons addressed.
   See the Note under Ye."
young,"n. any immature animal
n. United States film and television actress (1913-2000)
n. United States civil rights leader (1921-1971)
n. British physicist and Egyptologist; he revived the wave theory of light and proposed a three-component theory of color vision; he also played an important role in deciphering the hieroglyphics on the Rosetta Stone (1773-1829)"
your,"pron. & a. The form of the possessive case of the personal
   pronoun you."
yours,pron. See the Note under Your.
yourself,"pron. An emphasized or reflexive form of the pronoun of the
   second person; -- used as a subject commonly with you; as, you yourself
   shall see it; also, alone in the predicate, either in the nominative or
   objective case; as, you have injured yourself."
yourselves,pl.  of Yourself
youth,"n. the time of life between childhood and maturity
n. early maturity; the state of being young or immature or inexperienced
n. an early period of development
n. the freshness and vitality characteristic of a young person"
yummy,s extremely pleasing to the sense of taste
zebra,n. any of several fleet black-and-white striped African equines
zero,"n. a mathematical element that when added to another number yields the same number
n. the point on a scale from which positive or negative numerical quantities can be measured
n. the sight setting that will cause a projectile to hit the center of the target with no wind blowing
v. adjust (an instrument or device) to zero value"
zip,"n a quantity of no importance
n a code of letters and digits added to a postal address to aid in the sorting of mail
n forceful exertion
n a fastener for locking together two toothed edges by means of a sliding tab
v close with a zipper
v move very fast"
zipper,"n a fastener for locking together two toothed edges by means of a sliding tab
v close with a zipper"
zone,"n. a locally circumscribed place characterized by some distinctive features
n. any of the regions of the surface of the Earth loosely divided according to latitude or longitude
n. an area or region distinguished from adjacent parts by a distinctive feature or characteristic
n. (anatomy) any encircling or beltlike structure"
zoo,n the facility where wild animals are housed for exhibition
zoom,"v. move along very quickly
v. move with a low humming noise"
a chorus of,none
a couple of,none
a good deal,none
a great deal,none
a good deal of,none
a great deal of,none
a good many,none
a great many,none
a good many of,none
a great many of,none
a handful of,none
a huge amount of,none
a list of,none
a huge number of,none
a great number of,none
a roll of,none
a sequence of,none
a series of,none
a variety of,none
above all,none
according to,none
account for,none
accuse sb. of sth.,none
accuse sb. of doing sth.,none
across the world,none
adapt to,none
add ... to ...,none
add up,none
add up to,none
adjust to,none
admission ticket,none
advise sb. to,none
advise sb. not to,none
do sth.,"n. the syllable naming the first (tonic) note of any major scale in solmization
v. get (something) done
v. proceed or get along
v. create or design, often in a certain way"
after all,none
again and again,none
agree to do sth.,none
ahead of,none
all at once,none
all in all,none
all kinds of,none
all sorts of,none
all of a sudden,none
all the best,none
all the time,none
all the way,none
along with,none
and so on,none
answer for,none
apart from,none
appeal to,none
apply for,none
apply to,none
approve of,none
arise from,none
arise out of,none
around the corner,none
as a general rule,none
as a matter of fact,none
as a result,none
as a consequence,none
as a result of,none
as a consequence of,none
as a whole,none
as cool as a cucumber,none
as far as,none
as far as ... am concerned,none
as far as ... is concerned,none
as far as ... are concerned,none
as far as ... know,none
as follows,none
as for,none
as if,none
as though,none
as long as,none
as usual,none
as well,none
as well as sth.,none
as well as sb.,none
aside from,none
at a crossroads,none
at a discount,none
at all costs,none
at an end,none
at any rate,none
at dusk,none
at ease,none
at least,none
at liberty,none
at midnight,none
at most,none
at present,none
at random,none
at risk,none
at that point,none
at the age of,none
at the bottom of,none
at the edge of,none
at the end of,none
at the mercy of,none
at the moment,none
at  the sight of,none
at the start of,none
at the top of,none
at the very beginning of,none
at times,none
at war,none
attach ... to ...,none
back and forth,none
back out,none
back to back,s. one after the other
badly off,none
balanced diet,none
be accused of,none
be admitted to,none
be aimed at,none
be allergic to,none
be ashamed of,none
be associated with,none
be at war with,none
be back on one's feet,none
be based on,none
be bent on,none
be blessed with,none
be bored with,none
be born into,none
be born to,none
be born of,none
be bound to do,none
be capable of,none
be caught in,none
be charged with,none
be concerned about,none
be concerned with,none
be condemned to death,none
be connected with,none
be considered as,none
be crazy about,none
be dependent on,none
be devoted to,none
be drafted into,none
be drunk with,none
be dying to,none
be equipped with,none
be exposed to,none
be faced with,none
be hard on,none
be heavy with,none
be home to,none
be honoured for,none
be identical to,none
be impressed with,none
be impressed by,none
be in love with,none
be likely to do,none
be linked to ...,none
be located in,none
be made from,none
be made out of,none
be made up of,none
be nervous about,none
be occupied with,none
be on good terms with,none
be opposed to,none
be popular with,none
be particular about,none
be prejudiced against,none
be proud of,none
be related to,none
be ready to do,none
be restricted to,none
be rude to,none
be satisfied with,none
be content with,none
be happy with,none
be scared to death,none
be sentenced to,none
be short for,none
be similar to,none
be stocked with,none
be strict with,none
be suited to,none
be stuck in,none
get stuck in,none
be superior to,none
be supposed to,none
be sure about,none
be the same with,none
be true of,none
be true for,none
be unsure of,none
be up to sb.,none
be worthy of,none
be aware of,none
become aware of,none
be interested in,none
become interested in,none
be engaged to sb.,none
get engaged to sb.,none
be familiar with,none
get familiar with,none
be used to sth.,none
be accustomed to sth.,none
get used to sth.,none
get accustomed to sth.,none
be used to doing sth.,none
be accustomed to doing sth.,none
get used to doing sth.,none
get accustomed to doing sth.,none
bear ... in mind,none
keep ... in mind,none
because of,none
become of,none
become addicted to,none
be addicted to,none
become known as,none
be known as,none
be famous as,none
be famous for,none
before long,none
beg for,none
begin with,none
start with,none
believe in,none
belong to,none
benefit from,none
beyond one's control,none
bid ... goodbye,none
bits and pieces,none
block off,none
block out,none
blow up,"n a violent release of energy caused by a chemical or nuclear reaction
n an unrestrained expression of emotion
n a photographic print that has been enlarged"
break aways,"plural of breakaway
n. the act of breaking away or withdrawing from
s. having separated or advocating separation from another entity or policy or attitude"
break away from,none
break down,"n. a mental or physical breakdown
n. a cessation of normal operation
n. an analysis into mutually exclusive categories"
break into,none
break one's promise,none
break out,n an escape from jail
break the record,none
break through,"n. making an important discovery
n. a penetration of a barrier such as an enemy's defense"
break up,"n. Disruption; a separation and dispersion of the parts or
   members; as, a break-up of an assembly or dinner party; a break-up of
   the government."
bring an end to,none
bring back,none
bring ... back to life,none
bring in,none
bring sth. to the attention of sb.,none
bring ... to mind,none
bring up,none
build up,"n. the act of building up an accumulation
n. the result of the process of accumulation
n. highly favorable publicity and praise"
burn down,none
burn out,none
burn to the ground,none
burst in,none
burst into laughter,none
burst into sth.,none
burst out,none
burst out laughing,none
by accident,none
by chance,none
by air,none
by bus,none
by train,none
by ship,none
by ferry,none
by and by,n. an indefinite time in the future
by coincidence,none
by means of,none
by mistake,none
call for,none
call for an end to sth.,none
call in,n. a telephone call to a radio station or a television station in which the caller participates in the on-going program
call on,none
call up,none
calm down,none
calm sb. down,none
can't help doing sth.,none
care about,none
care for,none
carry off,none
carry on,none
carry out,none
cast about for,none
cast around for,none
cast light on sth.,none
catch a glimpse of,none
catch fire,none
catch on,none
catch sight of,none
cater for,none
cater to,none
center around,none
change one's mind,none
cheer up,none
cheer sb. up,none
choke off,none
clear up,none
close down,n termination of operations
close to,none
come about,none
come across,none
come down with,none
come into being,none
come into view,none
come off it,none
come onto the market,none
come out,none
come straight to the point,none
come to,none
come to an end,none
come to life,none
come to light,none
come to power,none
come true,none
come up,none
come up to,none
come up with,none
commit suicide,none
compare ... to ...,none
compare ... with ...,none
compare ... to ...,none
compose music,none
concentrate on,none
consist of,none
contrast with,none
contribute to,none
correspond to,none
correspond with,none
couch on,none
crowd in,none
current affairs,plural of current-affair
cut back,n. a reduction in quantity or rate
cut down,none
cut off,"n. That which cuts off or shortens, as a nearer passage or
   road.
n. The valve gearing or mechanism by which steam is cut off
   from entering the cylinder of a steam engine after a definite point in
   a stroke, so as to allow the remainder of the stroke to be made by the
   expansive force of the steam already let in. See Expansion gear, under
   Expansion.
n. Any device for stopping or changing a current, as of grain
   or water in a spout."
cut out,"n. a switch that interrupts an electric circuit in the event of an overload
n. a photograph from which the background has been cut away
n. a part that is cut out or is intended to be cut out"
cut short,none
cut up,n. someone who plays practical jokes on others
date from to,none
date back to,none
day and night,none
day in and day out,none
deal with,none
decide on,none
declare war on,none
defend against,none
depend on,none
depend upon,none
devote oneself to,none
die away,none
die down,none
die from,none
die of,none
die off,none
die out,none
differ from,none
dig out,none
dig up,none
discourage sb. from,none
doing sth.,"v engage in
v carry out or perform an action
v get (something) done
v proceed or get along
v give rise to; cause to happen or occur, not always intentionally
v carry out or practice; as of jobs and professions
v be sufficient; be adequate, either in quality or quantity
v create or design, often in a certain way
v behave in a certain manner; show a certain behavior; conduct or comport oneself
v spend time in prison or in a labor camp
v carry on or function
v arrange attractively
v travel or traverse (a distance)"
dive into,none
divide ... into ...,none
do sb. good,none
do with,none
draw a conclusion,none
draw one's attention,none
draw one's attention to,none
draw up,none
draw upon,none
dream of,none
dress up,none
drive off,none
drive sb. mad,none
drop in,none
drop out,"n. someone who quits school before graduation
n. someone who withdraws from a social group or environment"
dry out,none
dry up,none
due to,none
earn one's living,none
end up,none
end up with,none
even if,none
even though,none
ever since,none
every now and then,none
except for,none
exercise control over,none
expose ... to,none
face to face,"s. in each other's presence
r. within each other's presence
r. directly facing each other"
fade out,"n. a slow or gradual disappearance
n. a gradual temporary loss of a transmitted signal due to electrical disturbances"
fall asleep,none
fall behind,none
fall ill,none
become ill,none
fall for,none
fall in love,none
fall in love with,none
fall out,n. the radioactive particles that settle to the ground after a nuclear explosion
far from,none
far too,none
fed up with,none
feed on,none
feed sb. up,none
feel in the mood,none
be in the mood,none
feel in the mood for doing sth.,none
be in the mood for sth.,none
feel in the mood to do sth.,none
be in the mood to do sth.,none
feel like ...,none
feel like doing ...,none
figure out,none
fill in,n someone who takes the place of another (as when things get dangerous or difficult)
fill out,none
fill up with,none
find out,none
fit in,none
fix on,none
fix upon,none
