abide,"vi.坚持,遵守;vt.忍受,容忍"
manage,"vi.处理,应付过去vt.管理,控制,操纵,维持,运用,搞成,设法,达成"
manifest,"n.载货单,旅客名单adj.显然的,明白的vi.出现vt.表明,证明"
manipulate,"vt.(熟练地)操作,使用(机器等),操纵(人或市价、市场),利用,应付,假造vt.(熟练地)操作,巧妙地处理"
manner,"n.礼貌,风格,方式,样式,习惯"
mansion,"n.大厦,官邸,公寓(用复数,用于专有名词中)"
manual,"n.手册,指南adj.手的,手动的,手工的,体力的,手册(性质)的,[律]实际占有的"
manufacture,"vt.制造,加工n.制造,制造业,产品"
maple,"n.[植]枫,枫木,淡棕色"
marble,"n.大理石,(玩具)弹球.石弹子,雕刻品;adj.大理石的,冷酷无情的,坚硬的"
march,"n.行军,步伐,进行曲vi.进军,前进vt.使行军,使行进n.(March)三月(略作Mar)"
margin,"n.页边的空白,(湖、池等的)边缘,极限,利润,差数,(时间、金额等的)富余vt.加边于,加旁注于"
marginal,"adj.记在页边的,边缘的,边际的"
marine,"n.舰队,水兵,海运业adj.海的,海产的,航海的,船舶的,海运的"
market,"n.市场,销路,行情vt.在市场上交易,使上市vi.在市场上买卖"
marsh,"n.湿地,沼泽,沼泽地"
martyr,"n.烈士,殉教者v.杀害,折磨"
marvelous,"adj.引起惊异的,不可思议的,非凡的"
masculine,"adj.男性的,男子气概的,[语法] 阳性的n.男子,男孩"
mask,"n.面具,掩饰,石膏面像vt.戴面具,掩饰,使模糊vi.化装,戴面具,掩饰,参加化装舞会"
mass,"n.块,大多数,质量,群众,大量adj.群众的,大规模的,集中的vt.使集合vi.聚集"
massive,"adj.厚重的,大块的,魁伟的,结实的"
massacre,"n.残杀,大屠杀v.残杀,集体屠杀"
mast,"n.桅,桅杆,柱,旗杆,天线竿vt.装桅杆于"
mature,"adj.成熟的,到期的,充分考虑的,(票据等)到期的vt.使成熟vi.成熟,到期"
mayor,n.市长
meadow,"n.草地,牧场"
mean,"adj.低劣的,卑鄙的,普通的,吝啬的,简陋的,平均的,惭愧的,不舒服的vt.意谓,想要,预定vi.用意,有意义n.平均数,中间,中庸"
means,"n.手段,方法v.意味,想要"
measure,"n.尺寸,量度器,量度标准,方法,测量,措施vt.测量,测度,估量,分派,权衡,调节vi.量"
mechanic,"n.技工,机修工,机械士"
mechanism,"n.机械装置,机构,机制"
medal,"n.奖章,勋章,纪念章v.授予...奖章"
meditate,"v.想,考虑,(尤指宗教上的)沉思,冥想"
medium,"n.媒体,方法,媒介adj.中间的,中等的,半生熟的"
melancholy,n.忧郁adj.忧郁
melody,n.悦耳的音调
melt,"v.(使)融化,(使)熔化,使软化,使感动"
mend,"n.改进,改良,补丁,修理部分,好转vt.修改,改进,加快,修理,修补vi.好转,改善,改正"
membership,"n.成员资格,成员人数"
memorial,"n.纪念物,纪念馆,纪念议事,请愿书adj.记念的,记忆的"
menace,"n.威胁,危险物v.恐吓,危及,威胁"
mental,"adj.精神的,智力的"
mention,"vt.提及,说起n.提及,说起v.论及,提及"
merchant,"n.商人,批发商,贸易商,店主adj.商业的,商人的"
mercy,"n.仁慈,宽恕,怜悯"
mercury,"n.水银,汞,[罗神]墨丘利神(众神的信使)"
merit,"n.优点,价值v.有益于"
mess,"n.混乱,脏乱v.弄乱"
messenger,"n.报信者,使者"
metal,n.金属
method,n.方法
metropolis,"n.首都,主要都市,都会,大主教教区,大城市"
microscope,n.显微镜
microprocessor,n.[计]微处理器
microwave,n.微波(波长为1毫米至30厘米的高频电磁波)
mighty,"n.有势力的人adj.有势力的,强大的,有力的adv.很,极,非常"
mild,"adj.温和的,温柔的,淡味的,轻微的,适度的,不含有害物质的的"
milky,"adj.牛奶的,乳状的,乳白色的"
mill,"n.压榨机,磨坊,磨粉机,工厂,制造厂vt.碾磨,磨细,搅拌,使乱转,打vi.乱转,被碾磨"
millimeter,n.毫米
millionaire,"n.百万富翁,大富豪"
mine,"n.矿,矿山,矿井,源泉,宝库,地雷,水雷vt.挖掘,开采,在...布雷,破坏vi.开矿,埋设地雷 pron.我的"
mingle,v.(使)混合
miniature,"n.缩小的模型,缩图,缩影adj.微型的,缩小的"
minimize,vt.将...减到最少v.最小化
minister,"n.部长,大臣"
mint,"n.薄荷,薄荷糖,造币厂,大量,来源v.铸造(硬币)"
mischief,"n.伤害,危害,故障,恶作剧,淘气,调皮的人,损害"
miser,"n.守财奴,吝啬鬼,(石油工程上用的)凿井机"
misery,
missile,"n.导弹,发射物"
mission,"n.使命,任务,使团,代表团"
missionary,"adj.传教的,传教士的n.传教士"
mist,n.薄雾
mistress,"n.主妇,女主人,女能人,情妇"
moan,"n.呻吟,哀悼,呼啸vi.发出呻吟声,抱怨,哀悼vt.呻吟"
mob,"n.(集合词)暴徒,乌合之众,(盗贼等的)一群v.成群暴动,聚众滋扰"
mobile,"adj.可移动的,易变的,机动的n.运动物体"
moderate,"adj.中等的,适度的,适中的v.缓和"
modest,"adj.谦虚的,谦让的,适度的"
modify,"vt.更改,修改v.修改"
module,"n.模数,模块,登月舱,指令舱"
moist,adj.潮湿的n.潮湿
mold,"n.模子,铸型vt.浇铸,塑造"
molecule,"n.[化]分子,些微"
momentary,"adj.瞬间的,刹那间的"
monarch,n.君主
money,"n.货币,钱,金钱"
monitor,"n.班长,监听器,监视器,监控器vt.监控v.监控"
monk,"n.修道士,僧侣"
monologue,"n.独白,独脚戏"
monopoly,"n.垄断,垄断者,专利权,专利事业"
monster,"n.怪物,妖怪"
monument,n.纪念碑
moon,"n.月球,月亮,卫星"
moor,"n.沼地,荒野v.停泊,固定,系住"
mop,"n.拖把(俗称地拖),洗碗v.用拖把拖洗,擦,抹,扫荡"
moral,"adj.道德(上)的,精神的n.道德"
mortal,"n.凡人,人类adj.必死的,致命的,人类的,临终的adj.<口>极端的,非常大(长)的"
mortgage,n.抵押v.抵押
mosque,n.清真寺
mosquito,n.蚊子
moss,"n.苔,藓"
motion,"n.运动,动作v.运动"
motive,"n.动机,目的adj.发动的,运动的"
motorway,n.汽车高速公路
motto,"n.座右铭,格言,题词,笺言"
mourn,"v.哀悼,忧伤,服丧"
mug,
multiple,"adj.多样的,多重的n.倍数,若干v.成倍增加"
municipal,"adj.市政的,市立的,地方性的,地方自治的"
principal,"n.负责人,首长,校长,主犯,本金adj.主要的,首要的"
reciprocal,"adj.互惠的,相应的,倒数的,彼此相反的n.倒数,互相起作用的事物"
anticipate,"vt.预期,期望,过早使用,先人一着,占先v.预订,预见,可以预料"
murmur,"n.低沉连续的声音,咕哝,怨言,低语v.发低沉连续的声音,发怨言,低声说,低语"
muscle,"n.肌肉,臂力,(可供食用的)瘦肉,[解]肌"
mushroom,"n.蘑菇,<古>暴发户vi.迅速生长,迅速增加,采蘑菇adj.蘑菇形的,迅速生长的"
mustard,"n.芥菜,芥末,芥末色,芥子气"
mute,"n.哑巴,哑音字母,[律]拒不答辩的被告,弱音器adj.哑的,无声的,沉默的vt.减弱...的声音vi.排泄"
mutter,"n.咕哝,嘀咕v.咕哝,嘀咕"
mutual,"adj.相互的,共有的"
mystery,"n.神秘,神秘的事物"
naive,adj.天真的
nap,"n.(白天)小睡,打盹,细毛,孤注一掷;vi.小睡,疏忽;vt.使拉毛,修整,预测...为获胜马;Nationa Attachment Point,国家附属站点"
napkin,"n.餐巾,餐巾纸,<英>尿布,<美>月经带"
narrative,adj.叙述性的n.叙述
nasty,"adj.污秽的,肮脏的,令人厌恶的,淫秽的,下流的,凶相的,威胁的"
nation,"n.国家,民族"
naughty,"adj.顽皮的,淘气的,不听话的,没规矩的,不适当的,下流的"
neat,"adj.整洁的,灵巧的,优雅的,(酒)纯的,未搀水的"
neighbor,"n.<美> 邻居,邻国"
necessity,"n.必要性,需要,(常 pl.) 必需品"
negotiate,"v.(与某人)商议,谈判,磋商,,买卖,让渡(支票、债券等),通过,越过"
nest,"n.巢,窝,休息所,隐匿处,舒适的地方,(可以一个套一个的)一套器具vi.筑巢,找鸟巢vt.造巢,使套入"
next,"n.adj.下次的,其次的,与...连接,下一个adv.下一次,其次"
net,"n.网,网络,网状物,净利,实价adj.净余的,纯粹的vt.用网捕,净赚,得到vi.编网 [域] Nerwork operations and service centers,网络服务商"
nickel,"n.[化]镍,镍币,(美国和加拿大的)五分镍币vt.镀镍于"
nickname,"n.诨号,绰号,昵称vt.给...取绰号,给...起浑名"
noble,"adj.高尚的,贵族的,高贵的n.贵族"
nominate,"vt.提名,推荐,任命,命名"
nor, conj.也不
normalize,v.规格化
notify,v.通报
notion,"n.概念,观念,想法,意见,打算,主张,(复数)<美语>小饰物"
notwithstanding," prep.虽然,尽管adv.尽管,还是 conj.虽然,尽管"
novel,"n.小说,长篇故事adj.新奇的,新颖的,异常的"
nuclear,"adj.[核]核子的,原子能的,核的,中心的"
nuisance,"n.讨厌的人或东西,麻烦事,损害"
numerical,"adj.数字的,用数表示的adj.数字的,用数字表示的"
numerous,"adj.众多的,许多的,无数的"
nun,"n.修女,尼姑"
nursery,n.托儿所
nut,"n.坚果,螺母,螺帽,难解的问题"
nylon,n.尼龙
oar,"n.桨,橹"
oath,"n.誓言,宣誓,诅咒"
obey,"v.服从,顺从"
oblige,"vt.迫使,责成"
obscure,"adj.暗的,朦胧的,模糊的,晦涩的vt.使暗,使不明显"
obsess,"vt.迷住,使困扰"
obstacle,"n.障碍,妨害物"
obstinate,"adj.倔强的,顽固的"
obstruct,"v.阻隔,阻塞,遮断(道路、通道等)n.阻碍物,障碍物"
structure,"n.结构,构造,建筑物vt.建筑,构成,组织"
restructure,"vt.更改结构,重建构造,调整,改组"
instruct,"vt.教,教导,命令,指示,通知"
infrastructure,"n.下部构造,基础下部组织"
destruction,"n.破坏,毁灭"
occasion,"n.场合,时机,机会"
occupy,"vt.占,占用,占领,占据"
occur,"vi.发生,出现"
odds,"n.可能的机会,成败的可能性,优势,不均,不平等,几率,差别"
offence,"n.犯罪,冒犯,违反,罪过,过错n.[军] 攻击"
offensive,"adj.讨厌的,无礼的,攻击性的n.进攻,攻势"
official,"n.官员,公务员adj.职务上的,公务的,官方的,正式的"
offset,"n.偏移量,抵销,弥补,分支,平版印刷,胶印vt.弥补,抵销,用平版印刷vi.偏移,形成分支"
offspring,"n.(单复数同形)儿女,子孙,后代,产物"
olive,"n.橄榄树,橄榄叶,橄榄枝,橄榄色 Olive 奥利夫(女子名)"
only,"adj.唯一的,单独的,最好的,最合适的adv.仅仅,只不过 conj.但是,可是"
onto, prep.在...之上
opaque,"n.不透明物adj.不透明的,不传热的,迟钝的"
opium,n.鸦片vt.用鸦片处理
operate,"v.操作,运转,开动,起作用,动手术,开刀n.[军]作军事行动"
opt,vi.选择
optical,"adj.眼的,视力的,光学的"
optimism,"n.乐观,乐观主义"
optimum,n.最适宜adj.最适宜的
or," conj.或,或者,还是 [军] Operational Requirement,作战需求 [军] Operations Research,运筹学研究"
orbit,"n.轨道,势力范围,生活常规,眼眶vt.绕...轨道而行vi.进入轨道,沿轨道飞行,盘旋"
orchard,"n.果园,果园里的全部果树,<美俚>棒球场"
orchestra,"n.管弦乐队,乐队演奏处"
ordinary,"adj.平常的,普通的,平凡的n.[律] 推事,<英>[宗]罪犯的忏悔牧师"
organ,"n.[机]元件,机构,机关,机关报 [乐]风琴,管风琴,嗓音 [生物]器官"
orient,"n.东方,东方诸国(指地中海以东各国)adj.东方的,上升的,灿烂的vi.适应形势,向东vt.使朝东,使适应,确定方向"
origin,"n.起源,由来,起因,出身,血统,[数]原点"
originate,"vt.引起,发明,发起,创办vi.起源,发生"
original,"adj.最初的,原始的,独创的,新颖的n.原物,原作"
ornament,"n.装饰物,教堂用品vt.装饰,修饰"
other,"adj.其他的,另外的,从前的 pron.其他的,他人,另外一个adv.另外地,不同地"
otherwise,"adv.另外,否则,不同地,别的方式adj.另外的,其他方面的"
ought," aux.(～ to [verb]) 应当,应该"
outcome,"n.结果,成果"
outermost,"adj.最外面的,最远的"
outlaw,"n.歹徒,逃犯,丧失公权者v.将...放逐,宣布...为不合法"
outlet,"n.出口,出路"
outstanding,"adj.突出的,显著的"
oval,"adj.卵形的,椭圆的n.卵形,椭圆形"
overall,"adj.全部的,全面的"
overhear,"vt.无意中听到,偷听"
overseas,"adv.海外adj.外国的,海外的"
overtake,"vt.赶上,追上,(暴风雨、麻烦等)突然来袭,压倒"
oyster,"n.[动]牡蛎,蚝,沉默者"
oven,"n.烤箱,烤炉,灶"
overcoat,n.外套大衣
overcome,"vt.战胜,克服,胜过,征服vi.得胜"
overlap,v.(与...)交迭
overlook,"vt.俯瞰,耸出,远眺,没注意到n.眺望,俯瞰中的景色"
overwhelm,"vt.淹没,覆没,受打击,制服,压倒"
pace,"n.(一)步,速度,步调,步法,步态vi.踱步,缓慢的走vt.用步测,踱步于,(马)溜花蹄"
pacific,
pad,"n.垫,衬垫,便笺簿v.加上衬垫"
pail,"n.桶,提桶"
pajama,n.=pajamas
pal,"n.<口>好朋友,伙伴,同志;vi.结为朋友;Phase Alternating Line,PAL制式(逐行倒相制式)"
palace,"n.宫,宫殿"
pale,"n.栅栏,界线,范围,(围篱用的)尖板条adj.苍白的,暗淡的,无力的vi.变苍白,失色vt.使变苍白,使失色,用栅栏围"
palm,"n.手掌,棕榈,(象征胜利的)棕榈叶vt.与...握手,藏...于掌中,蒙混"
panel,"n.面板,嵌板,仪表板,座谈小组,全体陪审员vt.嵌镶板"
panic,"n.惊慌,恐慌,没有理由的"
pant,v.气喘n.气喘
panther,"n.豹,黑豹"
pantry,"n.餐具室,食品室"
paper,"n.纸,报纸,文件,证件,论文,考卷vt.用纸糊(墙壁等),用纸包装adj.纸的,象纸的,纸上的"
parachute,n.降落伞
parade,"n.游行,炫耀,阅兵,检阅,阅兵场v.游行,炫耀,夸耀,(使)列队行进"
parallel,"adj.平行的,相同的,类似的,并联的n.平行线,平行面,类似,相似物v.相应,平行"
paralyze,"vt.使瘫痪,使麻痹"
parameter,"n.参数,参量,<口>起限定作用的因素"
parcel,"n.小包,包裹vt.打包,捆扎"
parliament,"n.国会,议会"
partial,"adj.部分的,局部的,偏袒的,偏爱的n.泛音"
participant,"n.参与者,共享者adj.参与的"
particle,"n.粒子,点,极小量,微粒,质点,小品词,语气"
particular,"n.细节,详细adj.特殊的,特别的,独特的,详细的,精确的,挑剔"
partition,"n.分割,划分,瓜分,分开,隔离物vt.区分,隔开,分割"
partly,"adv.部分,几分"
passport,n.护照
pasture,"n.牧地,草原,牧场v.放牧,牧(牛、羊)等,吃草"
pat,"n.轻拍,(黄油)小块v.轻拍adv.适时,正好,恰好adj.恰好的,合适的,人为的"
patch,"n.片,补缀,碎片,斑纹,斑点,小块地,眼罩,傻瓜;vt.修补,补缀,掩饰,平息"
patent,"n.专利权,执照,专利品adj.特许的,专利的,显著的,明白的,新奇的vt.取得...的专利权,请准专利"
path,"n.小路,小径,路线,轨道,通道"
patience,"n.耐性,忍耐 Patience 佩兴斯(女子名)"
patriot,n.爱国者
patrol,"v.出巡,巡逻n.巡逻"
patron,"n.(对某人,某种目标,艺术等)赞助人,资助人"
pattern,"n.模范,式样,模式,样品,格调,图案vt.模仿,仿造,以图案装饰vi.形成图案"
paw,
peaceful,"adj.和平的,平静的,安宁的,爱好和平的"
peak,"n.山顶,顶点,帽舌,(记录的)最高峰adj.最高的vi.到达最高点,消瘦,缩小vt.使竖起,使达到最高点"
peck,"n.啄痕,许多,配克(容量单位,等于2加仑)vt.啄食,扔vi.啄,吹毛求疵,啄食,扔石头v.<口>吃一点点"
peculiar,"adj.奇特的,罕见的,特殊的n.特有财产,特权"
penalty,"n.处罚,罚款"
penetrate,"vt.穿透,渗透,看穿,洞察vi.刺入,看穿,渗透,弥漫"
peninsula,n.半岛
pension,"n.养老金,退休金"
pepper,n.胡椒粉
percent,"n.百分比,百分数"
perfect,"n.完成式adj.完美的,全然的,理想的,正确的,熟练的,精通的完成式的vt.使完美,修改,使熟练"
perform,"vt.履行,执行,表演,演出v.完成任务"
form,"n.形状,形态,外形,表格,形式v.形成,构成,排列,(使)组成"
formal,"adj.外形的,正式的,合礼仪的,形式的,整齐匀称的n.正式的社交活动"
former,"adj.从前的,以前的n.形成者,创造者,模型,样板"
uniform,"adj.统一的,相同的,一致的,始终如一的,均衡的n.制服vt.使成一样,使穿制服"
inform,"v.(～ of/about) 通知,告诉,获悉,告知"
formula,"n.公式,规则,客套语"
conform,"vt.使一致,使遵守,使顺从vi.符合,相似,适应环境adj.一致的,顺从的"
platform,"n.(车站)月台,讲台,讲坛 平台"
transform,"vt.转换,改变,改造,使...变形vi.改变,转化,变换n.[数]变换(式),[语]转换"
deform,v.(使)变形
formidable,"adj.强大的,令人敬畏的,可怕的,艰难的"
peril,n.危险
perimeter,"n.[树数] 周长,周界"
period,"n.时期,学时,节,句点,周期,(妇女的)经期adj.过去某段时期的int.没有了"
perish,"vi.毁灭,死亡,腐烂,枯萎vt.毁坏,使麻木"
permanent,"adj.永久的,持久的"
permeate,"vt.弥漫,渗透,透过,充满vi.透入"
perpetual,adj.永久的
perplex,v.困惑
persecute,v.迫害
persevere,v.坚持
person,"n.人,身体,容貌,[语法]人称"
personnel,"n.人员,职员"
persuade,"v.说服,劝说,(使)相信,劝某人做(不做)某事"
pertinent,"adj.有关的,相干的,中肯的"
pest,n.有害物
petition,"n.请愿,情愿书,诉状,陈情书v.请求,恳求,请愿"
petty,"adj.小的,不重要的,小规模的,小型的,细微的,小器的,卑鄙的"
phase,"n.阶段,状态,相,相位v.定相"
philosophy,"n.哲学,哲学体系,达观,冷静"
photography,"n.摄影,摄影术"
physiology,n.生理学
pickle,"n.(腌肉、菜等用的)盐汁,醋汁,腌渍品,泡菜vt.腌,泡"
pier,"n.码头,(桥)墩"
pierce,"vt.刺穿,刺破,穿透,突破,深深感动"
pigeon,n.鸽子
pile,"n.堆,大堆,高大建筑,<美口>大量钱财,<美>[核]反应堆,[电]电池组vi.堆起,堆积,积累,挤vt.堆于,累积,堆叠,打桩于,用桩支撑"
pillow,"n.枕头,枕垫"
pilot,"n.飞行员,领航员,引水员vt.驾驶(飞机等),领航,引水v.驾驶"
pin,"n.钉,销,栓,大头针,别针,腿vt.钉住,别住,阻止,扣牢,止住,牵制"
pine,"n.松树,树木v.消瘦,憔悴,渴望,渴慕"
pineapple,"n.凤梨,菠萝"
pious,"adj.虔诚的,尽责的"
pipe,"n.管,导管,烟斗,管乐器,笛声vt.以管输送,吹哨子vi.吹笛,尖叫"
pirate,"n.海盗,盗印者,盗版者,侵犯专利权者vt.盗印,盗版,掠夺,翻印vi.做海盗"
pistol,n.手枪
piston,"n.[机]活塞,瓣"
pitch,"n.程度,斜度,树脂,投掷,定调,(船只)前后颠簸,倾斜,沥青vt.投,掷,向前倾跌,定位于,用沥青涂,扎营vi.搭帐篷,投掷,坠落,倾斜"
plain,"n.平原,草原adj.简单的,明白的,平常的,清晰的,普通的,朴素的adv.清楚地n.[计] 无格式"
complain,"v.抱怨,悲叹,控诉"
plantation,"n.耕地,种植园,大农场,森林,人造林,殖民"
plastic,"n.塑胶,可塑体,塑料制品,整形adj.塑胶的,塑造的,有可塑性的,造形的,(外科)整形的"
plateau,"n.高地,高原(上升后的)稳定水平(或时期、状态)"
plausible,adj.似是而非的
plea,"n.恳求,请求,辩解,藉口"
plentiful,"adj.许多的,大量的,丰富的,丰饶的"
plot,"n.小块土地,地区图,图,秘密计划(特指阴谋),(小说的)情节.结构vt.划分,绘图,密谋vi.密谋,策划"
plough,"n.犁v.耕,犁,犁耕,费力穿过,艰苦前进,在考试中淘汰"
pluck,"n.勇气v.拔去(鸡、鸭等)毛,采集"
plunge,"n.跳进,投入vi.投入,跳进,陷入vt.使投入,使插入,使陷入"
pneumonia,n.[医] 肺炎
poison,"n.毒药,败坏道德之事,毒害vt.毒害,败坏,使中毒vi.放毒,下毒"
poke,"n.刺,戳,懒汉,袋子vt.戳,捅,拨开,刺vi.戳,刺,捅,伸出,刺探,闲荡"
pole,"n.棒,柱,杆,竿,极,磁极,电极vt.用竿支撑,用棒推vi.撑篙 Pole 波兰人"
politics,"n.政治,政治学,政纲,政见"
policy,"n.政策,方针"
polish,"n.磨光,光泽,上光剂,优雅,精良vt.擦亮,发亮,磨光,推敲vi.发亮,变光滑adj.波兰的n.波兰人 Polish 波兰(Poland)的"
poll,"n.选举之投票,民意测验v.投票,获得选票,选举中获得"
pond,n.池塘v.筑成池塘
ponder,"v.沉思,考虑"
porcelain,"n.瓷器,瓷adj.瓷制的,精美的,脆的"
porch,"n.门廊,走廊"
port,"n.港口,舱门,左舷,避风港,枪眼vt.左转舵,持(枪)vi.转舵左n.端口"
portable,"adj.轻便的,手提(式)的,便携式的"
porter,"n.守门人,门房,行李搬运工"
portion,"n.一部分,一分"
pop,"n.取出,砰然声,枪击,流行乐曲;adj.流行的,热门的,通俗的;vt.开枪打,抛出,取出,突然伸出,突然行动;adv.突然,砰地;vi.发出爆裂声,爆开,射击,突然出现,瞪大;n.<口>汽水;Post Office Protocol,电子邮件协议"
pope,
popular,"adj.通俗的,流行的,受欢迎的"
pore,"n.毛孔,小孔,气孔vi.熟读,凝视,细想,沉思vt.因凝视过度使...疲劳"
proportion,"n.比例,均衡,面积,部分vt.使成比例,使均衡,分摊"
post,
postage,n.邮资
postpone,"vt.推迟,使延期,延迟"
pot,"n.罐,壶v.罐装"
poultry,n.家禽
powder,"n.粉,粉末,火药,尘土vt.搽粉于,撒粉,使成粉末vi.搽粉,变成粉末"
practice,"n.实行,实践,实际,惯例,习惯,练习,实习,开业"
prairie,"n.大草原,牧场,<美方>林间小空地"
pray,"v.祈祷,恳求,请"
prey,"n.被掠食者,牺牲者,掠食vi.捕食,掠夺,折磨"
preach,v.鼓吹
precaution,"n.预防,警惕,防范"
precious,"adj.宝贵的,贵重的,珍爱的,过于精致的,珍爱的"
precise,"adj.精确的,准确的n.精确"
preface,"n.序文,绪言,前言vi.作序,写前言vt.为...写序言,开始"
pregnant,"adj.怀孕的,重要的,富有意义的,孕育的"
prejudice,"n.偏见,成见,损害,侵害v.损害"
preliminary,"adj.预备的,初步的"
preside,v.主持
press,"n.压,按,印刷,压力,拥挤,紧握,新闻vt.压,压榨,紧抱,逼迫vi.压,逼迫,拥挤,受压"
impress,"vt.印,盖印,留下印象"
express,"adj.急速的,特殊的,明确的n.快车,快递,专使vt.表达,表示adv.乘快车,以快递方式"
compress,"vt.压缩,摘要叙述n.(外科)敷布"
oppress,"vt.压迫,压抑"
suppress,"vt.镇压,抑制,查禁,使止住"
depress,"vt.使沮丧,使消沉,压下,压低,使不活泼,使萧条v.压下"
prestige,"n.声望,威望,威信"
prevail,"vi.流行,盛行,获胜,成功"
prevalent,"adj.普遍的,流行的"
prevent,"v.防止,预防"
preview,"n.事先查看,[计]预览vt.事先查看,预展,预演"
prick,"vt.刺,戳,刺痛,竖起vi.刺,竖起n.扎,一刺,刺痛,锥,阴茎adj.竖起的"
prior,"adj.优先的,在前的n.预先adv.在"
primary,"adj.第一位的,主要的,初步的,初级的,原来的,根源的"
prime,"n.最初,青春,精华adj.主要的,最初的,有青春活力的,最好的,第一流的,根本的,[数]素数的v.预先准备好,<口>让人吃(喝)足,灌注,填装"
primitive,"adj.原始的,远古的,粗糙的,简单的"
print,"n.版,印刷物,印迹,印章,印刷业,照片v.印刷,出版,印于,用印刷体写 [计]打印"
prism,"n.[物]棱镜,[数]棱柱"
probe,"n.探针,探测器vt.(以探针等)探查,查明"
professor,"n.教授,公开表示信仰的人"
proficient,n.精通
profit,"n.利润,益处,得益vi.得益,利用vt.有益于,有利于"
profound,"adj.深刻的,意义深远的,渊博的,造诣深的"
prohibit,"vt.禁止,阻止"
progressive,"n.改革论者,进步论者adj.前进的,(税收)累进的,进步的"
prolong,"vt.延长,拖延"
prominent,"adj.卓越的,显著的,突出的"
promote,"vt.促进,发扬,提升,提拔,晋升为 /n.升级/降级"
emotion,"n.情绪,情感,感情"
remote,"adj.遥远的,偏僻的,细微的"
prompt,"n.提示,付款期限vt.提示,鼓动,促使,(给演员)提白adj.敏捷的,迅速的,即时的adv.准时地"
pronounce,"v.发音,宣告,断言"
propagate,"v.繁殖,传播,宣传"
propaganda,"n.宣传,[天主教]传道总会"
proper,"adj.适当的,正确的,固有的,特有的,有礼貌的,正当的,严格意义上的,彻底的"
property,"n.财产,所有物,所有权,性质,特性,(小)道具"
prophet,"n.先知,预言者,提倡者"
prose,n.散文
prosper,"v.成功,兴隆,昌盛,(指上帝)使成功,使昌隆,繁荣"
protest,"n.主张,断言,抗议v.主张,断言抗议,拒付"
prototype,n.原型
prove,"vt.证明,证实,检验,考验vi.原来(是),证明(是)"
proverb,n.谚语
province,n.省(一个国家的大行政区)
provoke,"vt.激怒,挑拨,煽动,惹起,驱使"
puff,"n.一阵喷烟,肿块,蓬松,吹嘘,宣传广告v.喷出,张开,夸张,(使)膨胀,(使)骄傲,喘息,鼓吹,吹捧"
pulse,"n.脉搏,脉冲"
punch,"n.冲压机,冲床,打孔机vt.冲孔,打孔"
punctual,"adj.严守时刻的,准时的"
puppy,"n.(常指未满一岁的)小狗,小动物,自负的青年"
purchase,"vt.买,购买n.买,购买"
purify,vt.使纯净v.净化
purple,adj.紫色的n.紫色
pursue,"vt.追赶,追踪,追击,继续,从事"
puzzle,"n.难题,谜v.(使)迷惑,(使)为难,迷惑不解"
qualify,"v.(使)具有资格,证明合格,限制修饰vt.限制,限定"
quantify,vt.确定数量v.量化
quarterly,"n.季刊adj.一年四次的,每季的adv.每季地"
quartz,n.石英
queer,"n.同性恋者adj.奇怪的,可疑的,不舒服的vt.搞糟n.同性恋者"
queue,"n.行列,长队,队列vi.排队,排队等待"
quench,"vt.结束,熄灭,淬火vi.熄灭,平息"
quest,n.寻求
question,"n.问题,疑问,询问v.询问,审问,怀疑"
questionnaire,"n.调查表,问卷"
quote,"vt.引用,引证,提供,提出,报(价)"
race,"n.种族,种族气质,种族特征,赛跑,急流,姜根vi.赛跑,疾走vt.与...赛跑,使空转"
radiant,"adj.发光的,辐射的,容光焕发的"
radiate,"vt.放射,辐射,传播,广播vi.发光,辐射,流露adj.有射线的,辐射状的"
radiator,"n.散热器,水箱,冷却器,电暖炉,辐射体"
radical,"adj.根本的,基本的,激进的n.激进分子"
radioactive,"adj.放射性的,有辐射能的"
radius,"n.半径,范围,辐射光线,有效航程,范围,界限"
rag,"n.抹布,碎屑,石板瓦,破旧衣服,少量vt.揶揄,戏弄,欺负vi.喧闹"
rage,"n.愤怒,情绪激动,狂暴,精神错乱vi.大怒,狂吹,风行"
raid,"n.袭击,搜捕;v.奇袭,搜捕;Redundant Array of Indepnedent Disks,独立磁盘阵列"
rail,"n.横杆,围栏,扶手,铁轨vt.以横木围栏,铺铁轨vi.责骂,抱怨"
raise,"n.上升,高地,提出vt.升起,唤起,提高,使出现,解除,饲养,筹集,使复活"
raisin,n.葡萄干
rise,"n.上升,增加,上涨,高地,小山,发生,出现vi.升起,起身,发源,起义,高耸,增长,上升,复活vt.使飞起"
arise,"vi.出现,发生,起因于"
rouse,"v.唤醒,激起,使振奋,惊起n.觉醒,奋起"
rake,"n.耙子,斜度,向船尾的倾斜,放荡者v.搜索,掠过,用耙子耙,(使)倾斜"
rally,"v.重整旗鼓,给予新力量,(使)恢复健康,力量,决心,集结n.集会"
ramble,v.漫游n.漫游
roam,"v.漫游,闲逛,徜徉n.漫步,漫游,徘徊"
random,"n.随意,任意adj.任意的,随便的,胡乱的adv.胡乱地"
ranch,n.大农场v.经营牧场
range,"n.山脉,行列,范围,射程vt.排列,归类于,使并列,放牧vi.平行,延伸,漫游"
rap,"n.叩击,轻拍,轻敲,斥责vt.敲,拍,打,厉声说出,斥责,使着迷vi.敲击,交谈 [军] Rocket Assisted Projectile,火箭助推炮弹"
