intellect,n.智力
net,"n.网,网络,网状物,净利,实价adj.净余的,纯粹的vt.用网捕,净赚,得到vi.编网 [域] Nerwork operations and service centers,网络服务商"
omnivore,n.不偏食的人
pure,"adj.纯的,纯粹的,纯净的,无垢的,纯洁的,完美的,抽象的"
rate,"n.比率,速度,等级,价格,费用vt.估价,认为,鉴定等级,责骂vi.被评价,责骂"
say,"v.说,讲,背诵,念,表示,比方说,假定n.话语,想说的意见,发言权"
struggle,"n.竞争,努力,奋斗vi.努力,奋斗,挣扎vt.尽力使得,使劲移动"
studio,"n.画室,照相室,工作室,(无线电或电视节目的)演播室,(制作电影的)摄影棚,(电影公司的)摄影场"
veteran,"n.老兵,老手,富有经验的人,退伍军人adj.老兵的,经验丰富的"
weather,"n.天气,气候,气象,处境adj.迎风的,露天的vt.使受风吹雨打,侵蚀,使风化,经受住vi.风化,受侵蚀,经受风雨"
bear,"n.熊v.负担,忍受,带给,具有,挤,向"
care,"n.注意,照料,烦恼,忧虑,由...转交vi.关心,顾虑,照顾,喜爱vt.在意"
debt,"n.债务,罪过"
element,"n.要素,元素,成分,元件,自然环境"
far,"adj.(常用于书面语)远的,久远的,遥远的adv.(表示空间或时间上的距离)远,很远,遥远地,久远地,甚远地,很,很晚地n.远处,远方"
get,"vt.获得,变成,收获,使得,挣得,受到(惩罚,打击等),染上,抓住vi.到达,成为,变得n.生殖,幼兽"
haste,"n.匆忙,急忙"
layout,"n.规划,设计,(书刊等)编排,版面,配线,企划,设计图案,(工厂等的)布局图 版面设计"
march,"n.行军,步伐,进行曲vi.进军,前进vt.使行军,使行进n.(March)三月(略作Mar)"
on," prep.在...之上,依附于,临近,靠近,向,在...时候,关于,涉及adv.在上,向前,行动中,作用中"
paraphrase,v.解释n.解释
purse,n.钱包
ratio,"n.比,比率,[财政]复本位制中金银的法定比价"
scale,"n.刻度,衡量,比例,数值范围,比例尺,天平,等级vt.依比例决定,攀登,测量vi.剥落,生水垢,重,攀登,衡量"
study,"n.学习,研究,学科,试作,论文,求学,努力,书房vt.学习,攻读,研究,考虑,计划vi.学习,试图"
stuffy,adj.乏味的
underfund,vt.对...提供资金不足
via," prep.经,通过,经由"
week,"n.星期,周"
beard,n.胡须
career,"n.(原意:道路,轨道)事业,生涯,速度"
cost,"n.成本,价钱,代价vt.价值为,(使)花费(金钱,时间,劳力等),使失去(生命,健康等),令人付出vi.花费"
cottage,"n.村舍,小别墅"
decade,"n.十年,十"
far-off,
ghost,"n.鬼,幽灵"
haul,"n.用力拖拉,拖,拉,捕获物,努力得到的结果,(尤指)一网捕获的鱼量,拖运距离vi.拖,拉,改变方向,改变主意vt.拖拉,拖运"
neural,"adj.神经系统的,神经中枢的,背的"
online,"n.联机,在线式"
parent,"n.[pl.] 双亲,父亲(或母亲)"
rational,"adj.理性的,合理的,推理的n.[数]有理数"
scene,"n.现场,场面,情景,景色,发生地点,[戏剧]一场,布景,道具布置"
stun,"vt.使晕倒,使惊吓,打晕n.晕眩,打昏,惊倒"
style,"n.风格,时尚,文体,风度,类型,字体vt.称呼,设计,使合潮流 使铁笔作装饰画"
subconscious,adj.下意识的
undergraduate,"n.大学肄业生,(尚未取得学位的)大学生adj.大学生的"
vibrate,"v.(使)振动,(使)摇摆"
weep,"n.哭,哭泣,滴下vi.哭泣,流泪,哀悼,滴落vt.哭着使...,悲叹,滴下"
accord,"n.一致,符合,调和,协定;vt.一致,给与;vi.符合"
beat,"n.敲打,拍子,巡逻区域v.打,打败"
carrier,"n.运送者,邮递员,带菌者,(自行车等)行李架,搬运器,航空母舰n.[电]载波(信号)"
count,"v.数,计算,计算在内,认为,有价值n.计数,计算,注意,伯爵"
brush,"n.刷子,毛刷,画笔vt.刷,掸,拂"
burn,"v.烧,烧焦,点(灯),使感觉烧热n.烧伤,灼伤"
acre,"n.英亩,(pl.)地产,大片田地"
lumber,"n.<美>木材,无用的杂物(如破旧家俱),废物,隆隆声vt.砍伐木材,乱堆vi.伐木,喧闹地向前走,笨重地行动"
overhaul,v.检查
visa,n.签证vt.签准 维萨信用卡
cumbersome,"adj.讨厌的,麻烦的,笨重的"
raid,"n.袭击,搜捕;v.奇袭,搜捕;Redundant Array of Indepnedent Disks,独立磁盘阵列"
raisin,n.葡萄干
bunch,"n.串,束v.捆成一束"
swap,v.交换n.交换
staple,"n.钉书钉,钉,主要产品(或商品),原材料,主要成分,来源adj.主要的,常用的,大宗生产的v.把...分类,把...分级"
counter,"n.计算器,计数器,计算者,柜台,筹码adv.prep.相反地"
counterculture,
decent,"adj.正派的,端庄的,有分寸的,(服装)得体的,大方的adj.<口>相当好的、象样的"
far-reaching,
gift,"n.赠品,礼物,天赋,才能"
have,"vt.有,持有,拿,从事(某事) aux.已经"
impact,"n.碰撞,冲击,冲突,影响,效果vt.挤入,撞击,压紧,对...发生影响"
lead,"vt.领导,引导,致使vi.领导,(道路等)通向,导致,用水砣测深n.领导,领先,导线,铅,(自船上测海水深度的)铅陲,石墨,铅笔芯"
marine,"n.舰队,水兵,海运业adj.海的,海产的,航海的,船舶的,海运的"
never,"adv.决不,从未"
open,"n.公开,户外,空旷adj.开着的,敞开的,(车等)无篷的,开阔的,营业着的,公开的,坦率的,未决定的vt.打开,公开,开放vi.展开,开始,展现"
part,"n.部分,局部,零件,角色vt.分开,分离,分配vi.分开,断裂,分手adv.部分地,有几分adj.部分的,局部的"
raw,"n.生肉,擦伤处,身上的痛处adj.未加工的,生疏的,处于自然状态的,,不掺水的,擦掉皮的,阴冷的,刺痛的vt.擦伤"
subfield,
tempt,"vt.诱惑,引诱,吸引,使感兴趣,考验,试探"
underground,"adj.地下的,地面下的,秘密的n.[英] 地铁adv.在地下,秘密地"
vice,"n.恶习,恶行,坏脾气,罪恶,堕落,老虎钳,缺点,缺陷vt.钳住 prep.代替"
weigh,"vt.称...重量,称vi.重(若干)"
amendment,"n.改善,改正"
backdrop,"n.背景幕,(事件的)背景"
block,"n.木块,石块,块,街区,印版,滑轮,阻滞,(一)批vt.防碍,阻塞"
campus,"n.<美>校园,大学教育"
coax,"v.哄,耐心使..."
creation,"n.创造,创作物"
devastating,"adj.破坏性的,全然的"
elicit,"vt.得出,引出,抽出,引起"
envy,"n.vt.羡慕,嫉妒"
falsehood,"n.谬误,不真实,谎言,虚假"
foresight,"n.远见,深谋远虑"
government-defined,
distinct,"adj.清楚的,明显的,截然不同的,独特的"
insecurity,"n.不安全,不安全感"
lawsuit,n.诉讼(尤指非刑事案件)
lucrative,adj.有利的
milestone,"n.里程碑,里程标,重要事件,转折点"
newcomer,"n.新来者,新到的移民"
onion,"n.洋葱vt.加洋葱于,因洋葱掉泪"
packed,
pile,"n.堆,大堆,高大建筑,<美口>大量钱财,<美>[核]反应堆,[电]电池组vi.堆起,堆积,积累,挤vt.堆于,累积,堆叠,打桩于,用桩支撑"
architect,n.建筑师
presuppose,v.预示
pupil,"n.学生,小学生,瞳孔"
reliance,"n.信任,信心,依靠,依靠的人或物"
invest,"v.投(资),购买(有用之物)～,授予,投资"
slow,"adj.慢的,迟钝的,不活跃的,缓慢的v.(～ down)(使)慢下来,(使)减速,减缓adv.缓慢"
step,"n.脚步,步幅,步调,步伐,步骤,措施,梯级,台阶v.走,举步,移步,踏 产品数据转换规范"
swallow,"n.[鸟]燕子,吞咽,喉vt.咽,淹没,吞没,取消,忍受,轻信,压制,耗尽vi.吞下,咽下"
throne,"n.王座,君主"
traveller,n.旅行者
unpopular,"adj.不流行的,不受欢迎的"
vocal,"adj.发嗓音的,声音的,有声的,歌唱的n.元音,声乐作品"
whereby,"adv.凭什么,为何"
bed,"n.床,基础,路基,河底,海底,一堆,一层vt.安置,嵌入,使睡,栽种vi.上床,分层  教育学士 BEd(Bachelor of Education)"
carry,"n.进位,射程,运载vt.携带,运送,支持,支撑,传送,意味vi.被携带,能达到"
country,"n.国家,国土,[总称]国民,乡村,故乡adj.乡下的,乡村的,[方]祖国的,故乡的"
countryside,"n.乡下地方,乡下居民"
elite,"n.<法>[集合名词]精华,精锐,中坚分子"
farther,"adj.更远的,进一步的adv.更远地,再往前地,此外,far 的比较级"
commission,"n.委任,委托,代办(权),代理(权),犯(罪),佣金vt.委任,任命,委托,委托制作,使服役"
giggle,v.哈哈地笑n.傻笑
hawk,"n.鹰,掠夺他人的人,鹰派成员vi.放鹰,像鹰一般地袭击,清嗓,咳嗽vt.捕捉,咳出,兜售,(沿街)叫卖,散播"
leak,"n.漏洞,漏出,漏出物,泄漏,<俚>撒尿vi.漏,泄漏vt.使渗漏"
mark,"n.标志,分数,痕迹,记号vt.做标记于,打分数,标志vi.作记号 Mark 马克(男子名)"
new,"adj.新的,初见的,更新的adv.新近"
newly,"adv.重新,最近,以新的方式"
opera,n.歌剧
partial,"adj.部分的,局部的,偏袒的,偏爱的n.泛音"
reach,"n.延伸,区域,河段,范围,(车子前后轴的)联接杆,横风行驶vt.到达,达到,伸出,影响vi.达到,延伸,伸出手,传开"
school,"n.学校,学院,学习,授课,求学,全体学生,学派vt.锻炼,教育"
subsequent,"adj.后来的,并发的"
tend,"vi.趋向,往往是vt.照管,护理"
weird,"adj.怪异的,超自然的,神秘的,不可思议的,超乎事理之外的n.<古><苏格兰>命运,预言,符咒"
carve,"v.雕刻,切开"
couple,"n.(一)对,(一)双,夫妇vt.连合,连接,结合vi.结合,结婚"
courage,"n.勇气,精神"
decide,"v.决定,判决"
else,"adj.别的,其他的adv.另外,其他"
give,"n.弹性,可弯性vt.给,授予,供给,献出,让步,引起,发表,捐助vi.捐赠,让步"
haze,"n.薄雾,疑惑,阴霾vt.使变朦胧,使变糊涂,使劳累vi.变朦胧,变糊涂"
lean,"n.倾斜,倾斜度,倚靠,倾向adj.瘦的,贫乏的,歉收的vi.倚靠,倾斜,依赖,倾向,偏向vt.使倾斜"
market,"n.市场,销路,行情vt.在市场上交易,使上市vi.在市场上买卖"
newsprint,n.新闻用纸
operate,"v.操作,运转,开动,起作用,动手术,开刀n.[军]作军事行动"
puzzle,"n.难题,谜v.(使)迷惑,(使)为难,迷惑不解"
react,"vi.起反应,起作用,反抗,起反作用"
science,"n.科学,自然科学,理科"
subtitle,"n.副题(书本中的),说明对白的字幕"
tense,"adj.紧张的,拉紧的v.(使)紧张,(使)拉紧n.[语法]时态"
undermine,v.破坏
victory,"n.胜利,战胜,克服,[罗神]胜利女神"
well,"n.井vi.涌出adj.健康的,良好的,适当的adv.好,满意地,充分地,彻底地,有理地,适当地,夸奖地int.唔,咳"
behave,"vi.举动,举止,运转v.行为表现"
cash,n.现金vt.兑现
course,"n.过程,经过,进程,方针,路线,跑道,课程,一道菜v.追猎,急行,运行,流动 学业"
cover,"n.盖子,封面,藉口vt.覆盖,铺,掩饰,保护,掩护,包括,包含,适用vi.覆盖,涂,代替"
crack,"n.裂缝,噼啪声v.(使)破裂,裂纹,(使)爆裂adj.最好的,高明的"
elude,v.躲避
fashion,"n.样子,方式,流行,风尚,时样vt.形成,造,作,把...塑造成,使适应,使适合,改革,改变"
head,"n.头,头脑,领袖,(队伍,名单等)最前的部分,人,顶点vt.作为...的首领,朝向,前进,用头顶vi.成头状物,出发adj.头的,主要的"
learn,"vi.学习,听到,获悉vt.学习,学会,认识到"
marketplace,"n.集会场所,市场 商场"
newsstand,"n.报摊,杂志摊"
opportunity,"n.机会,时机"
ready,"adj.有准备的,准备完毕的,甘心的,情愿的,现成的,迅速的"
subtle,"adj.狡猾的,敏感的,微妙的,精细的,稀薄的"
success,"n.成功,成就,胜利,发迹,兴旺"
suffer,"vt.遭受,经历,忍受vi.受痛苦,受损害"
term,"n.学期,期限,期间,条款,条件,术语"
understand,"v.懂,了解,听说,推定,以为,省略"
view,"n.景色,风景,观点,见解,观察,观看,意见,认为vt.观察,观看"
well-connected,
behind,adv.在后地 prep.在...之后
cast,"n.投掷,铸件,脱落物,一瞥,演员表v.投,抛,投射,浇铸,计算,派(角色)"
craft,"n.工艺,手艺"
crash,"n.碰撞,坠落,坠毁,撞击声,爆裂声v.碰撞,坠落,坠毁,(指商业公司,政府等)破产,垮台"
craze,n.狂热
e-commerce,
fast,"adj.紧的,牢的,忠实的,快速的,耐久的,紧的adv.牢固地,很快地,紧紧地,彻底地n.禁食,绝食,斋戒vi.绝食,斋戒"
headhunter,n.猎取人头的蛮人
least,"adj.最小的,最少的adv.最少,最小"
marry,"vt.娶,嫁,和...结婚"
nightfall,n.黄昏
party,"n.党,政党,随行人员,[律]当事人,社交会"
partner,"n.合伙人,股东,舞伴,伴侣vt.与...合伙,组成一对vi.做伙伴,当助手"
real,"adj.真的,真实的,不动产的"
scope,"n.(活动)范围,机会,余地"
suggestion,"n.提议,意见,暗示,微量"
suit,"v.合适,适合,相配,合式,适宜于n.一套衣服"
terror,"n.恐怖,可怕的人,恐怖时期,恐怖行动"
viewpoint,n.观点
well-educated,
amid, prep.在...中
ban,"n.禁令vt.禁止,取缔(书刊等)"
blow,"n.殴打,突然的打击v.风吹,吹气于,叫,喘气"
cap,"n.帽子,军帽,(瓶)帽,(笔)帽;vt.戴帽子,盖在...顶上;carrierless amplitude and phase,相幅载波"
coding,n.译码
creep,"vi.爬,蹑手蹑脚,蔓延"
distress,"n.悲痛,穷困,不幸,危难,忧伤v.使悲痛,使穷困,使忧伤"
equation,"n.相等,平衡,综合体,因素,方程式,等式,"
falsely,"adv.虚伪地,不实地,错误地"
forge,"v.稳步前进,铸造,伪造"
grade,"n.等级,级别vt.评分,评级v.分等级"
hindrance,"n.妨碍,障碍"
incite,"vt.激动,煽动"
law,
million," num.百万,百万个n.[pl.] 无数"
newsroom,"n.编辑部,阅览室"
opinion,"n.意见,看法,主张,判断,评价"
painlessly,
please,"adj.满足的vt.请v.使喜欢,中...的意,使满足,取悦"
push,"n.推,推动,奋发,干劲,进取心,攻击vt.推,推动,推行,逼迫,增加vi.推,推进,增加,努力争取"
single-use,
cutlery,n.餐具
enact,"vt.制定法律,颁布,扮演"
overarching,
grocery,"n.<美>食品杂货店,(pl.)食品,杂货"
bold,adj.大胆的n.粗体
cynic,n.愤世嫉俗者
verge,v.濒临n.边缘
hotel,"n.旅馆,客栈,<俚>监狱"
nudge,"n.用肘轻推,轻推为引起注意"
library,"n.图书馆,藏书室,库"
photocopier,n.影印机
ember,"n.灰烬,余烬"
fate,"n.天数,命运,运气vt.注定,送命"
glare,"n.眩目的光,显眼,怒目而视,(冰等的表面)光滑的表面v.闪耀"
headline,n.大字标题
imply,"vt.暗示,意味"
leave,"n.许可,同意,请假,休假vt.离开,动身,剩下,遗忘,委托,遗弃vi.出发,离开,生叶,动身"
nightmare,"n.梦魇,恶梦,可怕的事物"
pass,"n.经过,关口,途径,护照,通行证,入场券,传球,及格vt.通过,审查通过,忽略,传递vi.经过,变化,流通,宣判,被忽略,终止,传递,不叫牌"
score,"n.得分,乐谱,抓痕,二十,终点线,刻痕,帐目,起跑线vt.把...记下,刻划,划线,获得,评价vi.记分,刻痕,得分"
suite,"n.(一批)随员,(一套)家具,套房,套,组,组曲"
superb,"adj.庄重的,堂堂的,华丽的,极好的"
superhigh,adj.超高的
test,"n.测试,试验,检验v.测试,试验,检验"
undo,"vt.解开,松开v.取消 撤消"
vigor,"n.精力,活力"
vigour,"n.[亦作vigor] 活力,元气,气势,魅力"
well-known,
belong,"vi.属于,住"
cataract,"n.大瀑布,奔流,白内障"
cricket,"n.[昆]蟋蟀,[运动]板球"
criminal,"n.罪犯,犯罪者adj.犯罪的,犯法的,罪恶的"
crisis,"n.疾病的转折点(或转好或恶化),决定性时刻,危机,危险期,历史上的紧要关头,[医]危象,转换期"
fault,"n.过错,缺点,故障,毛病vt.挑剔vi.弄错"
gleam,"n.微弱的闪光,一丝光线,瞬息的一现vi.闪烁,隐约地闪现vt.使发微光,使闪烁"
headlong,"adv.头向前地,轻率地"
no,"n.否定,投反对票者adj.没有,不许,反对adv.不,并不,毫不 [域] Norway ,挪威"
not,adv.不
option,"n.选项,选择权,[经]买卖的特权"
passion,"n.激情,热情,耶稣的受难和死亡"
reap,"v.收割,收获"
superior,"n.长者,高手,上级adj.较高的,上级的,上好的,出众的,高傲的"
superstar,
superstition,n.迷信
testify,"v.证明,证实,作证"
undoubtedly,"adv.无庸置疑地,的确地"
village,"n.乡村,村庄adj.村庄的"
well-meaning,
bench,n.长椅子
catch,"n.捕捉,捕获物,(窗)钩v.捕获,赶上(车船等),发觉,感染(疾病)vi.抓住,燃着"
crop,"n.农作物,产量,平头,短发vt.收割,修剪,种植vi.收获"
decrease,"n.减少,减少之量v.减少"
favor,"n.好感,宠爱,关切,欢心,好意,喜爱vt.支持,赞成,照顾,促成,象,喜欢,证实,赐予"
favour,"n.亲切,宠爱"
glimpse,"n.一瞥,一看v.瞥见"
impossible,"adj.不可能的,不会发生的,难以忍受的"
massacre,"n.残杀,大屠杀v.残杀,集体屠杀"
noble,"adj.高尚的,贵族的,高贵的n.贵族"
oral,adj.口头的
past,"n.过去,往时adj.过去的,结束的 prep.越过,晚于 vbl.pass的过去分词"
reason,"n.理由,原因,动机,理智,前提vt.说服,推论,辩论vi.推论,劝说,思考"
supplement,"n.补遗,补充,附录,增刊v.补充"
text,"n.正文,原文,课文,课本"
wheel,"n.轮,车轮,轮子"
bend,"v.弯曲,专心于,屈服n.弯曲"
category,"n.种类,别,[逻]范畴"
cross,"n.十字,交叉,十字架,十字形物adj.交叉的,相反的,乖戾的v.使交叉,横过,勾划,错过,反对,杂交"
crow,"n.乌鸦,似乌鸦的鸟,撬棍vi.啼叫,报晓,(婴孩)格格地笑"
eminent,"adj.显赫的,杰出的,有名的,优良的"
fear,"n.恐怖,害怕,担心,敬畏v.害怕,畏惧,为...担心,敬畏(神等)"
globe,"n.球体,地球仪,地球,世界"
heavy,"adj.重的,繁重的,巨大的,沉重的,阴沉的adv.沉重地,笨重地,大量地n.重物,严肃角色"
impress,"vt.印,盖印,留下印象"
position,"n.位置,职位,立场,形势,阵地vt.安置,决定...的位置"
positive,"adj.肯定的,实际的,积极的,绝对的,确实的adj.[数]正的adj.[电]阳的adj.[语法] 原级的"
mass-market,
nod,"v.点头,点... n.点头"
orange,"n.柑,桔,橙,橙色"
pastime,"n.消遣,娱乐"
recall,"vt.回忆,回想,记起,取消n.召回"
search,"n.搜寻,查究v.搜索,搜寻,探求,调查"
supply,"n.补给,供给,供应品vt.补给,供给,提供,补充,代理vi.替代他人职务"
support,"vt.支撑,扶持,支持,支援,拥护,维持,赡养,忍受n.支撑,支持,支援,维持,赡养,支持者,支柱"
textile,n.纺织品adj.纺织的
assemble,"vt.集合,聚集,装配vi.集合"
Virginia,
whip,"n.鞭子,车夫v.鞭打,抽打,突然移动"
accessibility,"n.易接近,可到达的"
annoy,"vt.使苦恼,骚扰"
blur,"v.涂污,污损(名誉等),把(界线,视线等)弄得模糊不清,弄污n.污点"
capital,"n.首都,首府,大写字母,资本,资金,资产adj.首都的,重要的,死罪的,大写的,<口>极好的"
consulting,"adj.商议的,顾问资格的,咨询的"
criteria,n.pl.标准
device,"n.装置,设计,图案,策略,发明物,设备 [计]安装设备驱动程序"
ditch,"n.沟,沟渠,壕沟"
e-mail,
email,n.电子信函
era,"n.时代,纪元,时期,[地]代"
fan,"n.扇子,鼓风机,风扇,迷,狂热者,爱好者vt.煽动,刺激,扇,吹拂vi.飘动,成扇形散开"
