divulge,"vt.泄露,暴露"
crumble,"v.弄碎,粉碎,崩溃n.面包屑"
disintegrate,"vt.(使)分解,(使)碎裂"
disintegrate,"vt.(使)分解,(使)碎裂"
crumble,"v.弄碎,粉碎,崩溃n.面包屑"
brook,n.小溪vt.容忍
tolerate,"vt.忍受,容忍"
muddle,"vt.混合,使微醉,使咬字不清晰,鬼混vi.胡乱对付n.困惑,混浊状态,糊涂"
confuse,"vt.搞乱,使糊涂"
unerring,"adj.无过失的,正确的"
settled,adj.固定的
provenance,"n.起源,出处"
origin,"n.起源,由来,起因,出身,血统,[数]原点"
inscrutable,"adj.难以了解的,不能预测的"
uninformative,"adj.不提供信息(或资料)的,不增进知识的,不增长见闻的"
impenetrable,adj.难以渗透的
abstruse,"adj.奥妙的,深奥的"
genial,adj.亲切的
friendliness,"n.友谊,友善,亲切,亲密"
reluctant,"adj.不顾的,勉强的,难得到的,难处理的"
loath,"adj.不情愿的,勉强的"
unwillingly,"adv.不愿意地,不情愿地"
supple,"adj.柔软的,逢迎的,顺从的vt.使柔软,使顺从vi.变柔顺"
flexible,"adj.柔韧性,易曲的,灵活的,柔软的,能变形的,可通融的"
contravene,v.违反 抵触
violate,"vt.违犯,亵渎(圣物),冒犯,干扰,违反,妨碍,侵犯,强暴"
ungainly,"adj.难看的,不象样的,笨拙的adv.笨拙地,难看地,不雅地"
awkward,"adj.难使用的,笨拙的"
ludicrous,"adj.可笑的,滑稽的,愚蠢的"
risible,"adj.能笑的,爱笑的,可笑的,滑稽的"
dispatch,"vt.分派,派遣n.派遣,急件"
celerity,"n.敏捷,快速"
handicap,"n.障碍,阻碍,障碍赛跑v.妨碍,使不利,阻碍"
hindrance,"n.妨碍,障碍"
chimera,"n.[希神]狮头,羊身,蛇尾的吐火怪物,妖怪,狂想"
illusion,n.幻想
ominous,"adj.预兆的,恶兆的,不吉利的"
inauspicious,"adj.不幸的,不吉利的"
limpid,adj.清澈的
pellucid,"adj.透明的,澄清的,易懂的"
forsake,"vt.放弃,抛弃"
neglect,"vt.忽视,疏忽,漏做n.忽视,疏忽,漏做"
exonerate,"vt.免除,证明无罪"
absolve,v.宣布免除
annihilate,"vt.消灭,歼灭"
destroy,"vt.破坏,毁坏,消灭v.消灭,摧毁"
surmise,v.猜测n.猜度
infer,v.推断
rapprochement,"n.和睦,亲善"
reconciliation,"n.和解,调和,顺从"
exert,"vt.尽(力),施加(压力等),努力v.发挥,竭尽全力,尽"
wield,v.挥
wield,v.挥
exert,"vt.尽(力),施加(压力等),努力v.发挥,竭尽全力,尽"
guzzle,"v.狂饮,暴食,喝酒化掉(钱)"
swill,"vt.涮,冲洗,痛饮,倒出vi.大口地喝,发激荡声n.涮,冲洗,痛饮,泔水"
kinfolk,n.亲属
relative,"n.亲戚,关系词,相关物,亲缘植物adj.有关系的,相对的,比较而言的"
divergent,adj.分歧的
incongruous,"adj.不调和的,不适宜的"
disparate,adj.全异的
vestige,"n.遗迹,痕迹,残余,丝毫,[生]退化的器官"
relic,"n.遗物,遗迹,废墟,纪念物"
profusion,n.丰富
wealth,"n.财富,财产,大量"
forebode,"v.预示,预言,预兆,预感"
concern,"vt.涉及,关系到n.(利害)关系,关心,关注,关注,所关心的是"
calamity,"n.灾难,不幸事件"
disaster,"n.灾难,天灾,灾祸"
catastrophic,"adj.悲惨的,灾难的"
beget,"vt.(书面语) 招致,产生,引起"
create,"vt.创造,创作,引起,造成"
reprehensible,"adj.应斥责的,应该谴责的"
deplorable,adj.可叹的
divest,v.剥夺
strip,"vt.剥,剥去n.条,带"
wondrous,"adj.令人惊奇的,非常的"
amazing,adj.令人惊异的
recalcitrant,"adj.反抗的,反对的,顽抗的n.反抗的人,顽抗者"
headstrong,"adj.不听命令的,顽固的,刚愎的,任性的"
succinct,"adj.简洁的,紧身的,压缩在小范围内的"
concision,"n.切割,分离,简洁"
recrudescent,adj.复发的
resurgent,adj.复活的
frugal,"adj.节俭的,朴素的"
thrift,"n.节俭,节约,[植]海石竹"
unseemly,"adj.不体面的,不适宜的,不恰当的adv.不体面地"
indecorous,adj.不合礼节的
preternatural,adj.超自然的
prodigious,adj.巨大的
expurgate,v.删除
censor,"n.检查员vt.检查,审查"
meld,"v.混合,合并"
combine,"v.(使)联合,(使)结合n.联合企业,联合收割机n.联合收割机"
concise,"adj.简明的,简练的"
brief,"n.摘要,大纲adj.简短的,短暂的vt.摘要,(军事)下达简令"
oracle,"n.[宗](古希腊)神谕,预言,神谕处,神使,哲人,圣贤 美国ORACLE公司,主要生产数据库产品,也是主要的网络计算机的倡导者"
prophetic,adj.预言的
quandary,"n.困惑,窘境,进退两难"
dilemma,"n.进退两难的局面,困难的选择"
predicament,n.困境
succumb,"vi.屈服,屈从,死"
yield,"v.出产,生长,生产vi.(～ to)屈服,屈从n.产量,收益"
auspicious,"n.吉兆的,幸运的"
favorable,"adj.赞成的,有利的,赞许的,良好的,讨人喜欢的,起促进作用的"
essential,"adj.本质的,实质的,基本的,提炼的,精华的n.本质,实质,要素,要点"
indispensable,"n.不可缺少之物adj.不可缺少的,绝对必要的"
benevolent,adj.慈善的
magnanimous,"adj.宽宏大量的,有雅量的"
altruistic,
insatiable,"adj.不知足的,贪求无厌的"
quenchless,adj.不可熄灭的
precede,"v.领先(于),在...之前,先于"
predate,"v.提早日期,居先"
antedate,"n.比正确日期早的日期v.提早日期,居先"
temper,"n.(钢等)韧度,回火,性情,脾气,情绪,心情,调剂,趋向v.(冶金)回火、锻炼,调和,调节"
moderate,"adj.中等的,适度的,适中的v.缓和"
mitigate,v.减轻
neutralize,v.压制
superficial,"adj.表面的,肤浅的,浅薄的"
shallow,"adj.浅的,浅薄的"
moderate,"adj.中等的,适度的,适中的v.缓和"
temper,"n.(钢等)韧度,回火,性情,脾气,情绪,心情,调剂,趋向v.(冶金)回火、锻炼,调和,调节"
vagary,"n.奇特行为,奇想,反复无常的行为"
caprice,"n.反复无常,任性,怪想"
whim,"n.一时的兴致,幻想,反复无常,怪念头,奇想"
prominent,"adj.卓越的,显著的,突出的"
salient,"adj.易见的,显著的,突出的,跳跃的n.凸角,突出部分"
flair,"n.才能,本领"
virtuosity,n.艺术鉴别力
eviscerate,"vt.取出内脏,除去精华,除去主要部分vi.凸出"
gut,"n.[复]内脏,(幽门到直肠间的)肠子,勇气,剧情,内容,肚子,内脏,海峡vt.取出内脏,摧毁(房屋等的)内部装置"
belittle,"vt.轻视,使渺小,使...显得渺小"
vilify,"vt.诽谤,辱骂,贬低,轻视"
harness,"n.(全套)马具,系在身上的绳子,甲胄vt.上马具,披上甲胄,利用(河流、瀑布等)产生动力(尤指电力)"
utilize,vt.利用
exploit,"vt.开拓,开发,开采,剥削,用以自肥v.使用"
spurious,"adj.伪造的,假造的,欺骗的"
implausible,"adj.难信的,不象真实的"
counterbalance,"vt.使平均,使平衡,弥补n.平衡量,平衡力,势均力敌"
offset,"n.偏移量,抵销,弥补,分支,平版印刷,胶印vt.弥补,抵销,用平版印刷vi.偏移,形成分支"
covet,"v.垂涎,觊觎"
envy,"n.vt.羡慕,嫉妒"
cursory,"adj.匆匆忙忙的,粗略的,草率的"
casual,"adj.偶然的,不经意的,临时的"
perfunctory,adj.马马虎虎的
sleazy,"adj.质地薄的,质量差的,廉价的"
sordid,adj.肮脏
capitulate,"vi.有条件投降,认输,屈服,让步,停止抵抗"
submit,"v.(使)服从,(使)顺从vt.提交,递交"
fallow,"n.休耕地adj.[农]休耕的,未孕的,潜伏发,不活跃的vt.使(土地)休闲,休整,潜伏(指潜在的特征等)"
sterile,"adj.贫脊的,不育的,不结果的,消过毒的,毫无结果的"
unruly,"adj.不受拘束的,不守规矩的,蛮横的,难驾驭的"
insubordinate,"adj.不顺从的,不听话的"
intractable,adj.难处理的
obstreperous,"adj.喧嚣的,任性的"
synoptic,"adj.概要的,[气]天气的,[宗]对观福音书的"
abridged,"adj.削减的,删节的"
conviction,"n.深信,确信,定罪,宣告有罪"
certainty,"n.确定,确实的事情"
antiquated,adj.陈旧的
old-fashioned,
outdated,"adj.过时的,不流行的"
wayward,adj.任性的
errant,"adj.周游的,不定的,错误的"
unpredictable,adj.不可预知的
nonsensical,"adj.无意义的,荒谬的"
illogical,"adj.不合逻辑的,不合理的"
millstone,"n.磨,磨石,粉碎器,重担"
encumbrance,"n.阻碍,累赘,妨害物"
accolade,"n.赞美,骑士爵位的授予,连谱号"
laurel,"n.[植]月桂树,(pl.)桂冠,殊荣vt.使戴桂冠,授予荣誉"
laurel,"n.[植]月桂树,(pl.)桂冠,殊荣vt.使戴桂冠,授予荣誉"
accolade,"n.赞美,骑士爵位的授予,连谱号"
intimidate,v.胁迫
scary,adj.引起惊慌的
expunge,v.擦去
erase,"vt.抹去,擦掉,消磁,<俚>杀死"
altercate,"vi.争论,口角"
quarrel,"n.吵架,反目,怨言,争吵的原因vi.吵架,争论,挑剔"
gregarious,"adj.社交的,群居的"
social,"adj.社会的,爱交际的,社交的,群居的"
congruent,adj.适合的
consistent,"adj.一致的,调和的,坚固的,[数、统]相容的"
introspect,"v.内省,内观"
self-analysis,
elate,"vt.使兴高采烈,使得意"
delight,"n.快乐,高兴,喜悦v.(使)高兴,(使)欣喜"
avert,v.转移
forestall,"vt.之前,先...(用先发制人的方法)预防,阻止,囤积居奇,行动,用先发制人的方法预防,,垄断,阻碍"
ebb,"n.退,弱,退潮,衰落vi.潮退,衰退"
declining,"adj.倾斜的,衰退中的"
waning,
yen,"n.日圆(日本的币制单位),<美口> 瘾vi.渴望"
craving,n.渴望
longing,n.渴望
curt,adj.简略的
terse,"adj.简洁的,扼要的"
taciturn,adj.沉默寡言的
laconic,"adj.(用词)简洁的,简明的"
snag,n.障碍v.阻碍
hitch,"n.猛拉,急推,蹒跚,故障vt.猛拉,系住,拴,钩住,套住vi.蹒跚,被钩住"
glut,v.充斥
plethora,"n.过剩,过多,多血症"
surfeit,"n.过食,过度,恶心vt.使饮食过度,使沉溺于vi.饮食过度"
tout,v.吹捧
peddle,"vi.挑卖,沿街叫卖vt.叫卖,散播"
choke,"v.窒息,哽住,使呼吸困难,阻塞n.窒息,阻气门"
strangle,v.扼死
suffocate,"vt.使窒息,噎住,闷熄vi.被闷死,窒息,受阻"
aver,"vt.断言,主张"
assert,"v.断言,声称"
rant,"v.咆哮,激昂地说n.咆哮,激昂的演说"
diatribe,"n.恶骂,诽谤"
spur,"n.踢马剌,剌激物,(鸟,虫等的)距,刺激v.鞭策,刺激,疾驰,驱策"
foster,"vt.养育,抚育,培养,鼓励,抱(希望) n.养育者,鼓励者"
scant,"adj.缺乏的,不足的,将近的,欠缺的v.限制,节省,减少"
limited,"adj.有限的,狭窄的,缺乏创见的n.高级快车"
tonic,"adj.激励的,滋补的n.滋补剂,滋补品"
restorative,adj.有助于复元的n.滋补剂
flout,"vt.轻视,嘲笑,愚弄vi.表示轻蔑n.侮辱,嘲笑,愚弄,轻视"
disregard,"v.不理漠视n.漠视,忽视"
defy,"vt.不服从,公然反抗,藐视,挑衅,违抗,使...难于n.挑战"
shun,"vt.避开,避免"
eschew,"vt.避开,远避"
hone,"n.(细)磨(刀)石,油石,[方言]抱怨,想念vt.用磨刀石磨"
enhance,"vt.提高,增强v.提高"
exalt,v.晋升
valorize,"vt.规定价格,稳定物价"
belie,v.掩饰
contradict,"vt.同...矛盾,同...抵触"
vapid,adj.索然乏味的
jejune,"adj.缺乏营养的,贫瘠的,无兴趣的,不成熟的"
hitch,"n.猛拉,急推,蹒跚,故障vt.猛拉,系住,拴,钩住,套住vi.蹒跚,被钩住"
snag,n.障碍v.阻碍
mimic,"adj.模仿的,假装的,[生]拟态的n.效颦者,模仿者,小丑,仿制品vt.模仿,摹拟"
camouflage,v.伪装n.伪装
replicate,v.复制
gauge,"n.标准尺,规格,量规,量表v.测量"
reckon,"vt.计算,总计,估计,猜想vi.数,计算,估计,依赖,料想"
deter,v.阻止
constrain,"vt.强迫,抑制,拘束"
croon,"v.低声歌唱,低声哼,低吟n.低唱,低吟,轻哼"
warble,"v.鸟鸣,用柔和的颤声唱n.鸟啭,颤声"
bland,"adj.温和的,柔和的,乏味的,冷漠的,刺激性少的"
insipid,"adj.没有味道的,平淡的"
surly,"adj.粗暴的,乖戾的,阴沉的,无礼的,板面孔的"
sullen,"adj.愠怒的,沉沉不乐的,(天气等)阴沉的"
plod,"n.沉重的脚步vi.沉重地走,辛勤工作vt.沉重缓慢地走"
slog,v.艰难行进
loath,"adj.不情愿的,勉强的"
reluctant,"adj.不顾的,勉强的,难得到的,难处理的"
disinclined,"adj.不愿的,不想的"
chic,n.别致的款式(尤指妇女的服饰)adj.别致的
elegant,"adj.文雅的,端庄的,雅致的,<口>上品的,第一流的"
oust,"vt.剥夺,取代,驱逐"
expel,"v.驱逐,开除,排出,发射"
banish,"vt.流放,驱逐,消除"
expel,"v.驱逐,开除,排出,发射"
oust,"vt.剥夺,取代,驱逐"
banish,"vt.流放,驱逐,消除"
adept,"adj.熟练的,拿手的;n.老手,擅长者"
proficient,n.精通
guile,"n.狡诈,诡计"
deviousness,
decay,"vi.腐朽,腐烂,衰减,衰退n.腐朽,腐烂,衰减,衰退v.衰落"
deterioration,"n.变坏,退化,堕落"
hubris,"n.骄傲 ,傲慢,(狂妄自大)"
arrogant,"adj.傲慢的,自大的"
hew,
conform,"vt.使一致,使遵守,使顺从vi.符合,相似,适应环境adj.一致的,顺从的"
tilt,"v.(使)倾斜,(使)翘起,以言词或文字抨击"
list,"n.目录,名单,列表,序列,数据清单,明细表,条纹,[总称]各种上市证券vt.列出,列于表上,记入名单内,装布条vi.列于表上"
slur,v.忽视n.污点
aspersion,"n.洒水,诽谤,中伤"
sidestep,"n.横跨的一步,(侧面的)台阶vt.横跨一步躲闪,回避(困难)vi.回避问题,躲避打击"
circumvent,"vt.围绕,包围,智取"
romanticize,"vi.浪漫化,传奇化vt.使浪漫化,使传奇化"
idealized,
wanting,"adj.欠缺的,没有的,不够格的 prep.缺,无"
flawed,
discerning,adj.有辨识能力的
perceptive,adj.有理解的
insightful,"adj.富有洞察力的,有深刻见解的"
rife,adj.普遍的
pervasive,adj.普遍深入的
enjoin,"vt.吩咐,命令,嘱咐,<主美>禁止"
proscribe, 禁止
glean,"v.拾落穗,收集"
obtain,"vt.获得,得到"
undue,adj.不适当的
excessive,"adj.过多的,过分的,额外"
qualm,n.疑虑
misgiving," 疑惧,疑虑"
bedrock,"n.[矿]岩床,根底,基础"
foundation,"n.基础,根本,建立,创立,地基,基金,基金会"
misgiving," 疑惧,疑虑"
trepidation,n.颤抖
qualm,n.疑虑
heartfelt,"adj.衷心的,真心真意的"
sincere,"adj.诚挚的,真实的,真诚的"
groundless,"adj.无根据的,没有理由的"
unwarranted,"adj.无根据的,未获保证的,无保证的,未获承认的"
retiring,adj.退休的
self-effacing,
taxing,"adj.繁重的,费力的"
arduous,"adj.费劲的,辛勤的,险峻的"
pressing,adj.紧迫的v.挤压
exigent,"adj.紧急的,迫切的,苛求的,要求很高的"
critical,"adj.评论的,鉴定的,批评的,危急的,临界的"
exacting,"adj.苛求的,严格的,吃力的,需付出极大耐心"
proscriptive,"adj.剥夺人权的,放逐的"
rigorous,"adj.严格的,严厉的,严酷的,严峻的"
demanding,"adj.过分要求的,苛求的"
composed,"adj.镇静的,沉着的"
unperturbed,adj.泰然自若的
collected,"adj.收集成的,冷静的,镇定的"
coolheaded,adj.头脑冷静的
incisive,"adj.深刻的,尖锐的,激烈的"
acuity,"n.尖锐,(疾病的)剧烈,(视力、才智等的)敏锐"
trenchant,adj.锋利的
musty,"adj.发霉的,有霉味的,冷淡的"
stale,"n.(牲畜等的)尿adj.不新鲜的,陈腐的,疲倦的,陈旧的vt.使变旧,走味vi.变陈旧,变无味,失时效,撒尿"
canny,"adj.谨慎的,精明的,节约的"
shrewd,adj.精明
halfhearted,"adj.不认真的,不热心的"
tepid,"adj.微温的,温热的,不太热烈的,不热情的"
lukewarm,adj.冷淡的
unearth,v.掘出
extract,"n.精,汁,榨出物,摘录,选粹vt.拔出,榨取,开方,求根,摘录,析取,吸取"
level-headed,
sober,adj.冷静的v.镇定
sententious,"adj.简洁的,警句的,富于格言的,很多(过分)说教式的"
didactic,"adj.教诲的,说教的"
homiletic,adj.说教的
preachy,"adj.爱讲道的,爱唠叨的"
unrest,"n.不安的状态,动荡的局面"
anxiety,"n.忧虑,焦急,渴望,热望"
deadlock,"n.死锁,僵局"
impasse,n.僵局
expendable,"n.消耗品,可牺牲的,可花费的,可消耗的"
superfluous,"adj.多余的,过剩的,过量的"
porous,adj.多孔渗水的
permeable,"adj.有浸透性的,能透过的"
stem,"n.茎,干,词干,茎干v.滋生,阻止"
check,"n.阻止,制止,控制,阻止物,支票,检讫的记号,饭馆的帐单vt.检查,制止,核对,寄存,托运vi.证明无误,核对无误,逐项相符,[象棋]将军"
check,"n.阻止,制止,控制,阻止物,支票,检讫的记号,饭馆的帐单vt.检查,制止,核对,寄存,托运vi.证明无误,核对无误,逐项相符,[象棋]将军"
stem,"n.茎,干,词干,茎干v.滋生,阻止"
novel,"n.小说,长篇故事adj.新奇的,新颖的,异常的"
original,"adj.最初的,原始的,独创的,新颖的n.原物,原作"
unexampled,"adj.无前例的,无可比拟的"
unprecedented,adj.空前的
compromise,"n.妥协,折衷v.妥协,折衷,危及...的安全"
concession,n.让步
impair,v.削弱
pedestrian,"n.步行者adj.徒步的,呆板的,通俗的"
uninspired,"adj.未赋予灵感的,缺乏创见的,平凡的"
mundane,"adj.世界的,世俗的,平凡的"
ordinary,"adj.平常的,普通的,平凡的n.[律] 推事,<英>[宗]罪犯的忏悔牧师"
prosaic,"adj.散文的,散文体的,平凡的"
champion,"n.冠军,拥护者,战士vt.拥护,支持"
defender,"n.防卫者,拥护者,辩护者,[运动]卫冕者"
proponent,"n.建议者,支持者,[律]提出认证遗嘱者"
advocate,"n.提倡者,鼓吹者vt.提倡,鼓吹"
defend,"vt.防护,辩护,防卫,[律]作...的辩护律师"
espouse,"vt.嫁娶,支持,赞成"
coin,n.硬币vt.铸造(硬币)
neologism,"n.新语,创造或使用新语"
appropriate,adj.适当的
borrow,"v.借,借入,借用"
pacific,
dovish,"adj.鸽派的,稳健的"
trammel,"n.拘束,阻碍物,束缚物vt.拘束,阻碍,束缚"
restrain,"vt.抑制,制止"
obscure,"adj.暗的,朦胧的,模糊的,晦涩的vt.使暗,使不明显"
unremarkable,
yield,"v.出产,生长,生产vi.(～ to)屈服,屈从n.产量,收益"
succumb,"vi.屈服,屈从,死"
engender,v.造成
output,"n.产量,输出,输出量"
skirt,n.裙子v.环绕
bypass,"n.旁路vt.设旁路,迂回"
circumvent,"vt.围绕,包围,智取"
dense,"adj.密集的,浓厚的"
concentrated,"adj.集中的,浓缩的"
witless,"adj.无知的,轻率的"
content,"n.内容,容量,目录,满足adj.满足的,满意的,愿意vt.使满足"
gratification,n.满意
sanction,"n.批准,同意,支持,制裁,认可v.批准,同意,支持,鼓励,认可"
endorse,"v.在(票据)背面签名,签注(文件),认可,签署"
perennial,"adj.四季不断的,终年的,长期的,永久的,(植物)多年生的"
long-standing,
confound,"vt.使混淆,把...搞混,挫败,讨厌"
perplex,v.困惑
obscure,"adj.暗的,朦胧的,模糊的,晦涩的vt.使暗,使不明显"
flummox,"vt.使惶惑,打乱,使狼狈,使混乱n.失败"
abandon,"vt.放弃,遗弃;n.放任,狂热"
desert,"n.沙漠,应得的赏罚,功过adj.沙漠的,不毛的,荒凉的vt.放弃,遗弃,逃跑vi.逃掉,逃亡,开小差"
relinquish,v.放弃
experimental,"adj.实验的,根据实验的"
innovative,"adj.创新的,革新(主义)的"
economy,"n.经济,节约,节约措施,经济实惠,系统,机体,经济制度的状况"
brevity,"n.(时间)短暂,(讲话,文章等)简短"
listless,"adj.倦怠的,冷漠的,情绪低落的"
sluggish,adj.行动迟缓的
anticipate,"vt.预期,期望,过早使用,先人一着,占先v.预订,预见,可以预料"
