triumph,"n.胜利,成功v.获得胜利"
attack,"n.进攻,攻击,(用语言)抨击,批评,疾病发作,侵袭vt.攻击,抨击,动手处理(某事)vi.攻击"
attendance,"n.出席,出席的人数,伺候,照料"
attention,"n.注意,关心,关注,注意力,(口令)立正!"
attorney,"n.<美>律师,(业务或法律事务上的)代理人"
audience,"n.听众,观众,接见,拜见"
audio,"adj.音频的,声频的,声音的"
audit,"n.审计,稽核,查帐vt.稽核,旁听vi.查账"
auditorium,"n.听众席,观众席,<美>会堂,礼堂"
August,
author,"n.作家,创造者"
avenue,"n.林荫道,大街,方法,途径,路"
average,"n.平均,平均水平,平均数,海损adj.一般的,通常的,平均的vt.平均为,均分,使平衡,达到平均水平vi.买进,卖出"
await,vt.等候
aware,"adj.知道的,明白的,意识到的"
away,"adv.在远处,到远处,离去"
awe,n.敬畏vt.敬畏
ax,n.斧头vt.削减
axis,
bearing,"n.轴承,关系,方面,意义,[pl.] 方向,方位"
behalf,"n.为,利益"
behave,"vi.举动,举止,运转v.行为表现"
behavior,"n.举止,行为"
beside," prep.在旁边,和...比较"
besides,adv.此外 prep.除...之外
beware,"v.小心,谨防"
beyond," prep.在(到)...较远的一边,超过,那一边adv.在远处n.远处"
bible,n.<<圣经>>
bibliography,"n.(有关一个题目或一个人的)书目,参考书目"
bill,"n.帐单,钞票,票据,清单,议案,法案,广告vt.用海报宣传,把...列成表,给...开帐单"
bin,n.箱柜 [计] 二进制文件的扩展名
bind,"v.绑,镶边,装订,凝固,约束"
biography,n.传记
bitter,"adj.苦的,痛苦的,怀恨的"
blackmail,"n.勒索,勒索所得之款vt.勒索"
blade,"n.刀刃,刀片"
blame,"n.过失,责备vt.责备,谴责"
blank,"adj.空白的,空着的,失色的,没有表情的n.空白,<美> 表格"
blanket,n.毯子vt.覆盖
blast,"n.一阵(风),一股(气流),爆炸,冲击波vt.爆炸,,毁灭,使枯萎,损害"
blaze,"n.火焰,光辉,情感爆发vi.燃烧,照耀,激发vt.在树皮上刻路标,公开宣布"
bleed,"v.使出血,放血"
blend,vt.混和n.混和
bless,"vt.祝福,保佑,<口>哎呀!我的天哪!"
blind,"adj.瞎的,盲目的vt.使失明,缺乏眼光或判断力"
block,"n.木块,石块,块,街区,印版,滑轮,阻滞,(一)批vt.防碍,阻塞"
blood,"n.血,血液,血统v.使(某人)先取得经验"
bloody,"adj.血腥的,嗜杀的,有血的,<英鄙>该死的,非常的"
blouse,"n.宽松的上衣,似衬衫的上衣"
blow,"n.殴打,突然的打击v.风吹,吹气于,叫,喘气"
blue,"n.蓝色adj.蓝色的,忧郁的,沮丧的"
blush,"v.脸红,羞愧,呈现红色,使成红色n.脸红,红色,红光"
board,"n.木板,(供特殊用途的)木板,甲板,膳食费用,会议桌,部vt.用板盖上,包饭,提供膳食,上(船、飞机等)"
boast,"n.自夸,值得夸耀的事物v.自夸,以有...而自豪"
body,"n.身体,肉体,人,尸体,主要部分,团体,大量vt.赋以形体"
boil,"n.沸点,沸腾,疖子v.煮沸,激动"
bold,adj.大胆的n.粗体
bolt,"n.门闩,螺钉,闪电,跑掉v.上门闩,囫囵吞下,逃跑"
bomb,"n.炸弹vt.投弹于,轰炸"
bond,"n.结合(物),粘结(剂),联结,公债,债券,合同v.结合"
book,"n.书,书籍,卷,篇,帐簿,名册,工作簿v.登记,预订,控告"
boot,"n.<美> (长统)靴,靴子v.导入"
booth,"n.货摊,售货亭,棚"
border,"n.边界,国界,边,边沿,边境vt.与...接壤,接近v.接壤"
bore,"n.令人讨厌的人,怒潮,枪膛,孔v.使烦扰,钻孔 钻孔"
born,"adj.天生的,原本,天生就...的 vbl.出生"
borrow,"v.借,借入,借用"
bottle,n.瓶子vt.用瓶装
bottom,"n.底,底部,尽头,末端adj.底部的vt.装底,查明真相,测量深浅vi.到达底部,建立基础"
bounce,"v.(使)反跳,弹起,(指支票)被银行退票,弹跳n.(球)跳起,弹回"
boundary,"n.边界,分界线"
bow,"n.弓,乐弓,弓形,鞠躬,船首v.鞠躬,弯腰"
bowel,"n.肠adj.内部,同情心"
bowl,"n.碗,碗状物,木球v.滚,(板球)投球"
bowling,n.保龄球
box,"n.盒子,箱,包厢,岗亭,一拳v.装...入盒中,打耳光,拳击"
boycott,"n.vt.联合抵制,联合排斥某国货物或与某国绝交"
bracket,"n.墙上凸出的托架,括弧,支架v.括在一起"
brain,"n.脑,头脑"
brake,"n.闸,刹车v.刹车"
branch,"n.枝,分枝,分部,分店,(学科)分科,部门,支流,支脉v.出现分歧"
brand,"n.商标,牌子,烙印vt.打火印,污辱"
brass,"n.黄铜,黄铜制品,厚脸皮"
breakdown,"n.崩溃,衰弱,细目分类"
breeze,"n.微风,煤屑,焦炭渣,轻而易举的事,小风波vi.吹微风,逃走"
briefcase,"n.(扁平的,柔韧的,装文件,书报的)公文包"
bright,"adj.明亮的,辉煌的,欢快的,聪明的,伶俐的"
brush,"n.刷子,毛刷,画笔vt.刷,掸,拂"
brutal,"adj.残忍的,兽性的"
bubble,"n.泡沫,幻想的计划vi.起泡,潺潺的流"
bucket,"n.桶,一桶的量,[桶壮物]铲斗"
bud,"n.芽,蓓蕾vi.发芽,萌芽"
buffet,"n.餐具柜,小卖部,殴打,打击v.打击,搏斗"
bug,"n.小虫,臭虫,缺陷,错误;v.装置窃昕器,打扰"
build,"v.建造,建筑n.构造,体格,体形"
building,"n.建筑物,营造物(如房屋,大楼,工厂,船等)"
bulb,"n.鳞茎,球形物"
bulk,"n.大小,体积,大批,大多数,散装vt.显得大,显得重要,"
bull,"n.[动]公牛,粗壮如牛的人"
bullet,n.子弹
bulletin,"n.公告,报告"
bunch,"n.串,束v.捆成一束"
bundle,"n.捆,束,包v.捆扎"
burglar,n.夜贼
burn,"v.烧,烧焦,点(灯),使感觉烧热n.烧伤,灼伤"
burst,"v.爆裂,炸破,急于,爆发n.突然破裂,爆发,脉冲"
cab," 一种压缩文件格式;n.出租马车,出租汽车,计程车,(机车,卡车,起重机的)司机室,驾驶室vi.乘出租马车"
cabin,"n.小屋,船舱"
cabinet,"n.(有抽屉或格子的)橱柜,<美>内阁adj.<美>内阁的,小巧的"
cable,"n.电缆,海底电报,缆,索v.打(海底)电报"
cafeteria,n.自助餐厅
cage,"n.笼,槛,(矿井)贯笼"
calcium,n.[化]钙(元素符号Ca)
calendar,"n.日历,历法"
camera,n.照相机
can,"vt.装进罐中,把食品装罐n.罐头,铁罐 conj.能,可以"
canal,"n.运河,小道,导管,槽,沟渠vt.开运河"
cancel,"vt.取消,删去"
canteen,"n.小卖部,食具箱,饭盒,(军用)水壶"
canvas,v.彻底讨论探究n.帆布
cap,"n.帽子,军帽,(瓶)帽,(笔)帽;vt.戴帽子,盖在...顶上;carrierless amplitude and phase,相幅载波"
capable,"adj.有能力的,能干的,有可能的,可以...的"
cape,"n.海角,岬"
capital,"n.首都,首府,大写字母,资本,资金,资产adj.首都的,重要的,死罪的,大写的,<口>极好的"
capitalism,n.资本主义
capsule,"n.(植物)蒴果,胶囊,瓶帽,太空舱"
captain,"n.队长,首领,船长,机长,(空军,海军)上校,(陆军)上尉v.指挥,统帅"
capture,"n.捕获,战利品vt.俘获,捕获,夺取"
carbohydrate,"n.[化]碳水化合物,醣类"
carbon,"n.[化]碳(元素符号C),(一张)复写纸"
care,"n.注意,照料,烦恼,忧虑,由...转交vi.关心,顾虑,照顾,喜爱vt.在意"
carriage,"n.马车,客车,运费,姿态,(机械)车架"
carrier,"n.运送者,邮递员,带菌者,(自行车等)行李架,搬运器,航空母舰n.[电]载波(信号)"
carry,"n.进位,射程,运载vt.携带,运送,支持,支撑,传送,意味vi.被携带,能达到"
cart,"n.大车,手推车vt.用车装载"
cartoon,"n.(报刊上的)政治性漫画,讽刺画,卡通画,漫画(常有解说词)v.画漫画n.卡通片,动画片"
carve,"v.雕刻,切开"
cash,n.现金vt.兑现
cashier,"n.(商店等的)出纳员,(银行或公司的)司库"
cassette,"n.盒子,盒式磁带"
cast,"n.投掷,铸件,脱落物,一瞥,演员表v.投,抛,投射,浇铸,计算,派(角色)"
castle,n.城堡
casual,"adj.偶然的,不经意的,临时的"
cat,
catalog,"n.目录,目录册v.编目录"
catch,"n.捕捉,捕获物,(窗)钩v.捕获,赶上(车船等),发觉,感染(疾病)vi.抓住,燃着"
cathedral,n.大教堂
Catholic,
cattle,"n.牛,家养牲畜"
cave,"n.洞穴,窑洞vi.凹陷,投降vt.挖洞,使凹陷"
ceiling,"n.天花板,最高限度"
cell,"n.单元,细胞,蜂房,(尤指监狱或寺院的)单人房间,电池"
cellar,"n.地窖,地下室,酒窖,藏酒量"
cement,"n.水泥,接合剂vt.接合,用水泥涂,巩固vi.粘牢"
cemetery,"n.墓地,公墓"
cent,"n.(货币单位)分,分币"
center,"n.中心,中央,中心点,中锋adj.中央的,位于正中的vt.集中,使聚集在一点,定中心,居中vi.居中,有中心,被置于中心"
centigrade,"adj.分为百度的,百分度的,摄氏温度的"
centimeter,n.厘米
central,"adj.中心的,中央的,重要的,主要的,中枢的,走中间道路的n.<美>电话总机"
century,"n.世纪,百年,百个,板球中的一百分,百元(钞票)"
cereal,"n.谷类食品,谷类"
ceremony,"n.典礼,仪式,礼节,报幕员"
certain,"adj.确定的,某一个,无疑的,必然的,可靠的 pron.某几个,某些"
certainly,"adv.的确,(口语)当然,行"
certainty,"n.确定,确实的事情"
chain,"n.链(条),[常 pl.] 镣铐,一连串,一系列vt.用链条拴住"
chair,"n.椅子,教授职位,主席位,讲座vt.使入座,使就任要职"
chairman,"n.主席,会长"
chalk,"n.粉笔,白垩vt.用粉笔写,和以白垩"
chamber,"n.室,房间,议院,会所,(枪)膛"
champagne,"n.香槟酒,香槟色"
chance,"n.机会,可能性,偶然性,运气v.碰巧,偶然发生,冒...的险adj.偶然的"
chancellor,"n.长官,大臣"
change,"n.改变,变化,转变,找回的零钱,找头,辅币vt.改变,变革,改造,兑换"
channel,"n.海峡,水道,沟,路线vt.引导,开导,形成河道 信道,频道"
chap,
chapter,n.(书籍)章
character,"n.(事物的)特性,性质,特征(的总和),(人的)品质,字符,性格,特征,人物vt.写,刻,印,使具有特征"
charge,"n.负荷,电荷,费用,主管,掌管,充电,充气,装料v.装满,控诉,责令,告诫,指示,加罪于,冲锋,收费"
chat,v.聊天n.聊天
cheap,"adj.便宜的,不值钱的"
cheek,"n.颊,厚颜,类似颊的事物,<俚>臀部"
cheer,"n.愉快,欢呼v.(使)快活,(对)欢呼"
chief,"n.首领,领袖,酋长,长官,主要部分,最有价值的部分adj.主要的,首要的,首席的,主任的"
child,"n.孩子,儿女,子孙,(头脑、空想等的)产物,弟子,追随者"
childhood,n.孩童时期
chimney,"n.烟囱,灯罩"
chin,"n.下巴,下颚"
chip,"n.碎片,筹码v.削成碎片,碎裂 芯片"
chocolate,"n.巧克力,巧克力色"
choice,"n.选择,抉择,精选品,选择机会,选择权adj.精选的,上等的,挑三拣四的,可选的,宠爱的,爱惜的"
choke,"v.窒息,哽住,使呼吸困难,阻塞n.窒息,阻气门"
choose,"v.选择,选定"
chop,"n.砍,排骨,官印,商标vt.剁碎,砍,(风浪)突变"
chorus,"n.合唱,合唱队,齐声"
Christ,
Christian,
Christmas,
church,"n.教堂,礼拜堂,教会,教派,[宗]礼拜"
cigar,n.雪茄
cigarette,"n.香烟,纸烟"
cinema,"n.电影院,电影"
circle,"n.圆周,圆形物,派系,循环v.围,环绕 盘旋"
circuit,"n.电路,一圈,周游,巡回"
circular,"adj.圆形的,循环的n.函件 通知"
concern,"vt.涉及,关系到n.(利害)关系,关心,关注,关注,所关心的是"
concerning, prep.关于
concert,"n.音乐会,一致"
conclude,"v.结束,终止,决定,作出结论vt.推断,断定,缔结,议定"
conclusion,"n.结束,缔结,结论"
condition,"n.条件,情形,环境,社会地位vt.以...为条件,使达到要求的情况"
connect,"v.连接,联合,关连"
construct,"vt.建造,构造,创立"
construction,"n.建筑,建筑物,解释,造句"
contest,"n.论争,竞赛v.,争论,争辩,竞赛,争夺"
context,"n.上下文,文章的前后关系"
continual,"adj.连续的,频繁的,持续不断的"
continue,"v.继续,连续,延伸"
contract,"n.合同,契约,婚约v.使缩短,感染,订约"
control,"n.控制,支配,管理,调节,抑制,控制器,调节装置vt.控制,支配,管理(物价等),操纵,抑制"
conversation,"n.会话,交谈"
circulate,"v.(使)流通,(使)运行,(使)循环,(使)传播"
circumstance,"n.环境,详情,境况"
circus,"n.马戏团,杂技团,马戏场,杂技场"
cite,"vt.引用,引证,提名表扬"
citizen,"n.市民,公民"
city,"n.城市,都市,全体居民,城邦"
clap,"n.拍手声,霹雳声v.鼓掌,轻拍"
clash,"n.冲突,撞击声,抵触v.(使)发出撞击声,猛撞,冲突"
clasp,"n.扣子,钩,紧握,抱住v.扣紧,紧握,搂抱,密切合作"
class,"n.班级,阶级,社会等级,种类,(一节)课vt.把...分类(或分等级)"
claw,"n.爪,脚爪v.抓"
clay,"n.粘土,泥土,肉体,人体,似黏土的东西,陶土制的烟斗"
clean,"adj.清洁的,干净的,清白的v.打扫,使干净,清扫"
clear,"adj.清楚的,清晰的,清澈的,光亮的,空旷的,有条理的adv.清楚地,完全地v.扫除,清除,晴,跳过,净得"
client,"n.[计]顾客,客户,委托人,客户机程序"
cliff,"n.悬崖,绝壁"
climb,"v.攀登,爬n.攀登,爬"
cling,"vi.粘紧,附着,紧贴,坚持(意见),墨守(习惯)"
clinic,"n.门诊部,临床"
clip,"n.夹子,回形针,子弹夹vt.夹住,剪短,修剪"
cloak,"n.斗蓬,宽大外衣,掩护vt.用外衣遮蔽,披斗篷"
clock,n.时钟
clockwise,adj.顺时针方向的adv.顺时针方向地
close,"v.关,关闭,结束,停止,使靠近,靠拢,会合,包围n.结束adj.近的,紧密的,精密的,齐根的,封闭的,亲密的,闷气的adv.接近,紧密地"
closet,"n.壁橱,储藏室,厕所adj.关起门来的vt.关入私室密谈"
cloth,"n.布,织物,衣料"
clothe,"vt.给...穿衣,覆盖"
clothes,"n.衣服,[总称]被褥,各种衣服,<美俚>家丑"
clothing,n.衣服
cloud,"n.云,烟云,(pl.)天空,污点vt.以云遮敝,玷污,使黯然vi.乌云密布,阴沉"
cloudy,"adj.多云的,阴天的,阴沉"
club,"n.俱乐部,夜总会,社,棍棒,(高尔夫球等的)球棒,(扑克牌)梅花vt.棍打,协作,联合,把...当棍棒用"
clue,n.线索
clumsy,adj.笨拙的
cluster,"n.串,丛;vi.丛生,成群"
clutch,"v.抓住,攫住n.离合器"
coach,"n.四轮大马车,长途汽车,教练v.训练,指导"
coarse,"adj.粗糙的,粗鄙的"
coast,"n.海岸,滑坡v.沿海岸而行"
coat,"n.外套,(动物的)皮毛,(植物的)表皮,(漆等的)层,涂层vt.涂上,包上"
cock,"n.公鸡,雄鸟,头目,(水)龙头,<俚>阴茎vt.使耸立,使竖起,堆成锥形vi.大摇大摆地走,翘起"
code,"n.代码,代号,密码,编码v.编码"
coil,"v.盘绕,卷"
coin,n.硬币vt.铸造(硬币)
coke,"n.可乐,焦炭v.(使)成焦炭"
cold,"n.寒冷,[物]零下温度,伤风,感冒adj.寒冷的,使人战栗的,冷淡的,不热情的,失去知觉的"
colleague,"n.同事,同僚"
collection,"n.收藏,征收,搜集品,捐款"
collective,adj.集体的n.集体
colonel,"n.陆军上校,团长"
colony,"n.殖民地,侨民,(聚居的)一群同业,一批同行,(生物)群体"
color,"n.<美>(=colour)颜色,色彩,脸色,风格,外貌vt.给...涂颜色,改变...的颜色,粉饰,脸红,歪曲vi.获得颜色,变色"
column,"n.圆柱,柱壮物,专栏,纵队"
combat,"n.战斗,格斗v.战斗,搏斗,抗击"
come,"vi.来,来临,到达,出现,来(自),出生(于),开始int.嗨! vbl.来,到达,合计为"
comedy,"n.喜剧,喜剧性的事情"
comfortable,adj.舒适的
comic,"n.滑稽演员adj.滑稽的,喜剧的"
commission,"n.委任,委托,代办(权),代理(权),犯(罪),佣金vt.委任,任命,委托,委托制作,使服役"
committee,n.委员会
common,"adj.共同的,公共的,公有的,普通的,庸俗的,伪劣的n.[复][总]平民,公有,普通,共通"
commonplace,"n.平凡的事,平常话adj.平凡的"
commonwealth,"n.国民整体,共和国,联邦"
communication,"n.传达,信息,交通,通讯"
communism,n.共产主义
community,"n.公社,团体,社会,(政治)共同体,共有,一致,共同体,(生物)群落"
compact,"adj.紧凑的,紧密的,简洁的n.契约,合同,小粉盒"
companion,"n.同伴,共事者"
company,"n.公司,陪伴,(一)群,(一)队,(一)伙,连,连队"
compartment,"n.间隔间,车厢"
compass,"n.罗盘,指南针,[pl.] 圆规v.包围"
compassion,"n.同情,怜悯"
compensation,"n.补偿,赔偿"
compete,"vi.比赛,竞争"
compile,"vt.编译,编辑,汇编"
complain,"v.抱怨,悲叹,控诉"
complaint,"n.诉苦,抱怨,牢骚,委屈,疾病"
complement,"n.补足物,[文法]补语,[数]余角vt.补助,补足"
complete,"adj.全部的,完全的,完成的vt.完成,使完善"
complex,"adj.复杂的,合成的,综合的n.联合体"
comply,"vi.顺从,答应,遵守"
component,"n.成分adj.组成的,构成的"
composite,"adj.合成的,复合的n.合成物"
composition,"n.写作,作文,成分,合成物"
compound,"n.混合物,[化]化合物adj.复合的v.混合,配合"
comprehension,"n.理解,包含"
comprehensive,"adj.全面的,广泛的,能充分理解的,包容的"
compress,"vt.压缩,摘要叙述n.(外科)敷布"
computer,"n.计算机,电脑"
comrade,"n.朋友,同志,伙伴"
cook,"n.厨师v.烹调,煮,伪造"
cooperate,"vi.合作,协作"
cooperative,"adj.合作的,协力的"
cope,"vi.(善于)应付,(善于)处理"
copper,"n.铜,警察"
copy,"n.副本,拷贝,摹仿,一册v.复印,复制,拷贝,抄袭"
copyright,"n.版权,著作权"
cord,"n.绳索,束缚"
core,"n.果核,中心,核心"
corner,"n.角落,(街道)拐角处,(遥远的)地区,偏僻处,困境,绝路vt.迫至一隅,垄断,使陷入绝境,把...难住vi.相交成角,囤积(in)"
correct,"adj.正确的,恰当的,端正的vt.改正,纠正,告诫,惩戒"
corrode,"v.使腐蚀,侵蚀"
cosmic,adj.宇宙的
cost,"n.成本,价钱,代价vt.价值为,(使)花费(金钱,时间,劳力等),使失去(生命,健康等),令人付出vi.花费"
costly,"adj.昂贵的,贵重的"
cosy,"adj.舒适的,安逸的"
cottage,"n.村舍,小别墅"
couch,"n.(文学)床,睡椅 v.(用语言)表达"
could, vbl.can 的过去式
count,"v.数,计算,计算在内,认为,有价值n.计数,计算,注意,伯爵"
counter,"n.计算器,计数器,计算者,柜台,筹码adv.prep.相反地"
coupon,"n.息票,商家的优待券"
cover,"n.盖子,封面,藉口vt.覆盖,铺,掩饰,保护,掩护,包括,包含,适用vi.覆盖,涂,代替"
cow,"n.母牛,大型母兽vt.威吓"
crab,"n.螃蟹,类似螃蟹的动物,脾气乖戾的人,吹毛求疵vi.捕蟹,偏航,发牢骚vt.使偏航,发脾气,破坏"
crack,"n.裂缝,噼啪声v.(使)破裂,裂纹,(使)爆裂adj.最好的,高明的"
cradle,"n.摇篮,发源地,支船架vt.将...放在摇篮内"
craft,"n.工艺,手艺"
crane,n.起重机
crash,"n.碰撞,坠落,坠毁,撞击声,爆裂声v.碰撞,坠落,坠毁,(指商业公司,政府等)破产,垮台"
crazy,"adj.疯狂的,狂热的,(指建筑等)不安全的"
cream,"n.乳酪,奶油,(护肤)面霜"
creature,"n.人,动物,傀儡,创造物"
credentials,
creep,"vi.爬,蹑手蹑脚,蔓延"
crew,"n.全体人员,(工作)队 vbl.crow的过去式"
cricket,"n.[昆]蟋蟀,[运动]板球"
cripple,n.跛子v.削弱
