emperor,"n.皇帝,君主"
exterior,"adj.外部的,外在的,表面的,外交的,[建](适合)外用的n.外部,表面,外型"
approve,"vi.赞成,满意vt.批准,通过v.批准"
client,"n.[计]顾客,客户,委托人,客户机程序"
vernacular,adj.本国的
compare,"v.比较,相比,比喻 n.比较"
transparent,"adj.透明的,显然的,明晰的"
cassette,"n.盒子,盒式磁带"
deputy,"n.代理人,代表"
fraud,"n.欺骗,欺诈行为,诡计,骗子,假货"
bind,"v.绑,镶边,装订,凝固,约束"
fragrance,"n.芬芳,香气,香味"
marketplace,"n.集会场所,市场 商场"
acute,"adj.敏锐的,[医]急性的,剧烈"
ripe,"adj.熟的,成熟的,时机成熟的v.成熟"
vet,"n.兽医v.诊疗,作兽医"
formulate,"vt.用公式表示,明确地表达,作简洁陈述v.阐明"
collate,v.比较
infer,v.推断
fiction,"n.虚构,编造,小说"
ability,"n.能力,才干"
sector,"n.部分,部门,[计]扇区,地区,象限,扇形v.使分成部分,把...分成扇形"
creep,"vi.爬,蹑手蹑脚,蔓延"
casual,"adj.偶然的,不经意的,临时的"
interpretation,"n.解释,阐明,口译,通译"
trimester,"n.三个月,学期"
consensus,"n.一致同意,多数人的意见,舆论"
redevelopment,"n.恢复(促进)经济发展,重点恢复"
auditorium,"n.听众席,观众席,<美>会堂,礼堂"
condition,"n.条件,情形,环境,社会地位vt.以...为条件,使达到要求的情况"
furnish,"vt.供应,提供,装备,布置v.供给"
stabilise,v.<主英>=stabilize
incoming,adj.引入的
alignment,"n.队列,结盟"
boot,"n.<美> (长统)靴,靴子v.导入"
ozone layer,
acid,"n.酸,<俚>迷幻药;adj.酸的,讽刺的,刻薄的;""atomicity,consistency,isolation,and durability"" 原子性,一致性,不相关性和持久性"
booming,adj.急速发展的
definite,"adj.明确的,一定的"
deem,"v.认为,相信"
narrator,
reorient,"vt.使适应,再教育"
reckon,"vt.计算,总计,估计,猜想vi.数,计算,估计,依赖,料想"
tutorial,n.指南
reference,"n.提及,涉及,参考,参考书目,证明书(人),介绍信(人)"
sledge,"n.雪橇v.乘雪橇,用雪橇运送"
exaggerate,"v.夸大,夸张"
restriction,"n.限制,约束"
abandon,"vt.放弃,遗弃;n.放任,狂热"
priority,"n.先,前,优先,优先权"
terrify,"vt.使恐怖,恐吓"
habitat,"n.(动植物的)生活环境,产地、栖息地,居留地,自生地,聚集处"
encourage,"vt.鼓励,怂恿v.鼓励,鼓励"
celebrity,"n.名声,名人"
significance,"n.意义,重要性"
magnetic,"adj.磁的,有磁性的,有吸引力的"
slippery,"adj.滑的,光滑的"
graphic,"adj.绘画似的,图解的"
examine,"v.检查,调查,考试"
opportunity,"n.机会,时机"
distinguish,"v.区别,辨别"
blanket,n.毯子vt.覆盖
arrogance,"n.傲慢态度,自大"
era,"n.时代,纪元,时期,[地]代"
stimulus,"n.刺激物,促进因素,刺激,刺激"
roam,"v.漫游,闲逛,徜徉n.漫步,漫游,徘徊"
provided, conj.倘若
comparison,"n.比较,对照,比喻,比较关系"
publicity,n.公开
depend,"vi.依靠,依赖"
composition,"n.写作,作文,成分,合成物"
architecture,"n.建筑,建筑学 体系机构"
hurdle,"n.篱笆,栏,障碍,跨栏,活动篱笆v.用篱笆围住,跳过(栏栅),克服(障碍)"
teamwork,"n.联合作业,协力"
damp,"n.湿气adj.潮湿的vt.使潮湿,阻尼,使衰减,使沮丧,控制,抑止"
staff,"n.棒,杖,杆,支柱,全体职员,[军]参谋机构,[音]五线谱vt.供给人员,充当职员"
symbol,"n.符号,记号,象征"
apt,"adj.易于...的,有...倾向的,灵敏的,灵巧的,适当的,切题的,敏捷,倾向是"
homogeneous,"adj.同类的,相似的,均一的,均匀的"
conserve,"vt.保存,保藏"
spasm,"n.(感情等)一阵发作,痉挛"
invisible,"adj.看不见的,无形的"
devote,"vt.投入于,献身"
illustrate,"vt.举例说明,图解,加插图于,阐明vi.举例"
terrace,"n.梯田的一层,梯田,房屋之平顶,露台,阳台,倾斜的平地 adj.(女服)叠层式的vt.使成梯形地,使有平台屋顶"
dynamic,"adj.动力的,动力学的,动态的"
throughout," prep.遍及,贯穿adv.到处,始终,全部"
smart,"n.刺痛,痛苦adj.巧妙的,聪明的,漂亮的,潇洒的,刺痛的,剧烈的,厉害的,敏捷的vi.刺痛,懊恼 轻快地,严厉地,灵巧地,精确的,时髦地,大大的"
criticise,"v.批评,吹毛求疵,非难"
beyond," prep.在(到)...较远的一边,超过,那一边adv.在远处n.远处"
hinterland,"n.内地,穷乡僻壤,内地贸易区,腹地"
fumes,
positive,"adj.肯定的,实际的,积极的,绝对的,确实的adj.[数]正的adj.[电]阳的adj.[语法] 原级的"
assistant,"n.助手,助教adj.辅助的,助理的"
cannon,"n.大炮,加农炮v.炮轰"
obligation,"n.义务,职责,债务"
hockey,n.曲棍球
liberty,"n.自由,特权,随意,冒失,冒昧,失礼"
pesticide,n.杀虫剂
poll,"n.选举之投票,民意测验v.投票,获得选票,选举中获得"
refundable,adj.可偿还的
homesick,"adj.思家的,思乡病的"
compassionate,adj.富于同情心的
orientate,"v.向东,朝向"
insight,"n.洞察力,见识"
resist,"vt.抵抗,反抗,抗,忍得住"
glide,"v.滑行,悄悄地走,(时间)消逝,滑翔n.滑行,滑翔,滑移,滑音"
casualty,n.伤亡
belief,"n.信任,信心,信仰"
concentration,"n.集中,集合,专心,浓缩,浓度"
tug,"v.用力拖,吃力地搬运,苦干,用拖轮拖,拖拉n.拖,苦干,拖船,(牵引用的)绳索"
proceed,"vi.进行,继续下去,发生"
status,"n.身份,地位,情形,状况"
document,"n.公文,文件,文档,档案,文献v.证明"
mattress,"n.床垫,空气垫,(用以护堤等的)沉床"
hostile,"adj.敌对的,敌方的n.敌对"
intervene,"vi.干涉,干预,插入,介入,(指时间)介于其间v.干涉"
promote,"vt.促进,发扬,提升,提拔,晋升为 /n.升级/降级"
bump,"n.撞击,肿块v.碰(伤),撞(破),颠簸"
reunion,"n.团圆,重聚"
digestive,"adj.消化的,有助消化的"
homestay,n.(在国外的访问者)在当地居民家居住的时期
commit,"vt.犯(错误),干(坏事),把...交托给,提交,答应负责"
practically,"adv.实际上,事实上,在实践上adv.几乎,简直"
acrobat,"n.(走钢丝的)杂技演员,随机应变者,翻云覆雨者"
revenue,"n.收入,国家的收入,税收"
nickel,"n.[化]镍,镍币,(美国和加拿大的)五分镍币vt.镀镍于"
limp,"adj.柔软的,易曲的vi.跛行"
spit,"n.唾液v.吐(唾沫),吐出,发射,发出,喷吐"
irregularity,"n.不规则,无规律"
breeze,"n.微风,煤屑,焦炭渣,轻而易举的事,小风波vi.吹微风,逃走"
avenue,"n.林荫道,大街,方法,途径,路"
magnify,"vt.放大,扩大,赞美,夸大,夸张vi.有放大能力"
hive,"n.蜂房,蜂箱,闹市v.(使)入蜂箱,群居"
oxide,n.[化]氧化物
calf,"n.小牛,小牛皮,小腿"
foremost,"adj.(位置或时间)最先的,最初的,最重要的adv.首要地,首先"
procedure,"n.程序,手续"
assemble,"vt.集合,聚集,装配vi.集合"
plagiarism,"n.剽窃,剽窃物"
gallop,"n.疾驰,飞奔vi.飞驰,急速进行,急急忙忙地说vt.使飞跑,迅速运输"
pledge,"n.保证,誓言,抵押,抵押品vt.保证,使发誓,抵押,典当,举杯祝...健康"
effective,"adj.有效的,被实施的,给人深刻印象,有生力量"
appreciate,"vt.赏识,鉴赏,感激vi.增值,涨价"
deny,"v.否认,拒绝"
union,"n.联合,合并,结合,联盟,协会"
responsibility,"n.责任,职责"
conform,"vt.使一致,使遵守,使顺从vi.符合,相似,适应环境adj.一致的,顺从的"
handy,"adj.手边的,就近的,唾手可得的,便利的,敏捷的,容易取得的"
notify,v.通报
splendid,"adj.壮丽的,辉煌的,极好的"
direction,"n.方向,指导,趋势,(常用复数)指示,用法,说明(书),收件人地址"
execute,"vt.执行,实行,完成,处死,制成,[律]经签名盖章等手续使(证书)生效"
witness,"n.[律]证人,目击者,证据,证明,证词vt.目击,为...作证,证明,表明vi.作证,成为证据"
elbow,n.肘
limited,"adj.有限的,狭窄的,缺乏创见的n.高级快车"
vessel,"n.船,容器,器皿,脉管,导管"
private,"adj.私人的,私有的,私营的,秘密的n.士兵"
stereo,"n.立体声系统,立体声,[印]铅版,立体照片adj.立体的,立体感觉的"
soak,"v.浸,泡,浸透n.浸透"
stout,"adj.结实的,勇敢坚定的,激烈的,矮胖的,顽强的n.矮胖子,烈性啤酒"
greasy,"adj.多脂的,油脂的,油污的"
boast,"n.自夸,值得夸耀的事物v.自夸,以有...而自豪"
swift,"n.[鸟]雨燕,(梳棉机等的)大滚筒adj.迅速的,快的,敏捷的,立刻的adv.迅速地,敏捷地"
ignorance,"n.无知,不知"
aesthetic,"adj.美学的,审美的,有审美感的"
screen,"n.屏,银幕,筛子,掩蔽物,屏风vt.掩蔽,包庇,放映,拍摄,筛vi.拍电影"
absent,"adj.不在的,缺席的,缺少的;vt.缺席"
scrape,"n.刮,擦,擦痕,刮擦声,困境vi.刮掉,擦掉,刮出刺耳声vt.刮,擦,擦伤,挖成"
promotion,"n.促进,发扬,提升,提拔,晋升"
recreation,"n.消遣,娱乐"
specialise,"v.专门研究,深入"
magnificent,"adj.华丽的,高尚的,宏伟的"
spasmodic,"adj.痉挛的,间歇性的"
fund,"n.资金,基金v.支助,投资"
perceive,"vt.察觉v.感知,感到,认识到"
manufacturer,"n.制造业者,厂商"
specification,"n.详述,[常 pl.] 规格,说明书,规范"
schedule,"n.时间表,进度表v.确定时间"
arrangement,"n.排列,安排"
destruction,"n.破坏,毁灭"
extinguisher,"n.熄灭者,灭火器"
assume,"vt.假定,设想,采取,呈现"
proportion,"n.比例,均衡,面积,部分vt.使成比例,使均衡,分摊"
forth,"adv.往前,向外"
referee,"n.仲裁人,调解人,[体]裁判员v.仲裁,裁判"
forgo,"vt.作罢,放弃"
assistantship,n.(大学)研究生助教奖学金
conversation,"n.会话,交谈"
recommendation,"n.推荐,介绍(信),劝告,建议"
graph,"n.图表,曲线图"
offset,"n.偏移量,抵销,弥补,分支,平版印刷,胶印vt.弥补,抵销,用平版印刷vi.偏移,形成分支"
humanity,"n.人性,人类,博爱,仁慈"
intact,"adj.完整无缺的,尚未被人碰过的,(女子)保持童贞的,(家畜)未经阉割的"
stripe,"n.斑纹,条纹"
mechanical,"adj.机械的,机械制的,机械似的,呆板的"
junction,"n.连接,接合,交叉点,汇合处"
siesta,"n.午睡vt.午睡,午休"
detect,"vt.察觉,发觉,侦查,探测v.发现"
detour,"n.便道,绕路vi.绕路而行vt.使绕道"
staircase,n.楼梯
arthritis,n.关节炎
barrier,"n.(阻碍通道的)障碍物,栅栏,屏障"
replace,"vt.取代,替换,代替,把...放回原处"
justice,"n.正义,正当,公平,正确,司法,审判,欣赏"
diploma,"n.文凭,毕业证书,证明权力、特权、荣誉等的证书,奖状"
visa,n.签证vt.签准 维萨信用卡
cosmic,adj.宇宙的
extendable,adj.=extensible
abundance,"n.丰富,充裕,丰富充裕"
supervisor,"n.监督人,管理人,检查员,督学,主管人,[计](网络)超级用户"
jumble,"v.混杂,搞乱n.混乱"
equip,"vt.装备,配备,训练,准备行装"
permanent,"adj.永久的,持久的"
embed,"vt.使插入,使嵌入,深留,嵌入,[医]包埋"
orientation,"n.方向,方位,定位,倾向性,向东方"
deprive,"vt.剥夺,使丧失"
amaze,vt.使吃惊
dividend,"n.被除数,股息,红利,额外津贴,奖金,年息"
preference,"n.偏爱,优先选择"
contract,"n.合同,契约,婚约v.使缩短,感染,订约"
uneasy,"adj.心神不安的,不自在的,不稳定的,不舒服的adv.心神不安地,不自在地,不稳定地"
automatically,"adv.自动地,机械地"
female,"n.女性,女人,雌兽adj.女性的,女子的,妇女的,雌的,柔弱的,(声,色)柔和的"
asset,"n.资产,有用的东西"
athlete,"n.运动员,运动选手"
clarity,"n.清楚,透明"
swap,v.交换n.交换
sophisticated,"adj.诡辩的,久经世故的"
bulk,"n.大小,体积,大批,大多数,散装vt.显得大,显得重要,"
machinery,"n.[总称] 机器,机械"
intimate,"adj.亲密的,隐私的vt.宣布,明白表示n.熟友"
restrict,"vt.限制,约束,限定"
waist,"n.腰部,腰,衣服的上身部分,背心"
calibre,n.口径
harsh,"adj.粗糙的,荒芜的,苛刻的,刺耳的,刺目的"
parliament,"n.国会,议会"
flight,"n.飞行,逃走,飞跃,飞机的航程,班机,追逐,楼梯的一段,射程vi.成群飞行,迁徙vt.射击(飞禽),使惊飞"
remind,"vt.提醒,使想起"
aquarium,"n.养鱼池,玻璃缸,水族馆"
cell,"n.单元,细胞,蜂房,(尤指监狱或寺院的)单人房间,电池"
dweller,"n.居住者,居民"
declare,"vt.断言,宣称,宣布,宣告,声明,(向海关)中报进口应纳税之货物"
suitcase,"n.手提箱,衣箱"
graduate,"n.(大学)毕业生,研究生v.(使)(大学)毕业"
predict,"v.预知,预言,预报"
headquarters,"n.司令部,指挥部,总部"
coverage,n.复盖
enforce,"vt.强迫,执行,坚持,加强"
specialty,n.专业
intrinsic,
medical,"n.医生,体格检查adj.医学的,内科的,<古>(医)药的"
stick,"n.棍,棒,手杖v.粘住,粘贴vt.刺,戳"
realistic,adj.现实(主义)的
indifferent,adj.无关紧要的
retailer,"n.零售商人,传播的人"
turnover,"n.翻覆,翻折,半圆卷饼,流通量,营业额,周转adj.有一部分翻转的,可翻转的"
brand,"n.商标,牌子,烙印vt.打火印,污辱"
accompany,"vt.陪伴,伴奏"
cheat,"n.欺骗,骗子v.欺骗,骗取"
mention,"vt.提及,说起n.提及,说起v.论及,提及"
level,"n.水平,水平面,水准,标准,级别adj.同高的,平坦的,齐平的,水平的vt.使...水平,夷平,使同等,瞄准,对准vi.变平,拉平"
lateral,"n.侧部,支线,边音adj.横(向)的,侧面的"
dense,"adj.密集的,浓厚的"
flash,"n.闪光,闪现,一瞬间;vi.闪光,闪现,反射,使迅速传便;vt.使闪光,反射;adj.闪光的,火速的"
snack,"n.小吃,快餐,一份v.吃快餐(小吃)"
marvellous,
export,"vt.输出n.出口货,输出,出口,出口商品v.出口"
tribute,"n.贡品,礼物,颂词,殷勤,贡物"
sanitary,"adj.(有关)卫生的,(保持)清洁的,清洁卫生的n.(有关生设备的)公共厕所"
submit,"v.(使)服从,(使)顺从vt.提交,递交"
archive,vt.存档n.档案文件
anecdotal,"adj.轶话的,多轶事趣闻的,轶事一样的"
shorthand,n.速记
exceptional,"adj.例外的,异常的"
rude,"adj.粗鲁的,无礼的,猛烈的,残暴的,粗鲁无礼的"
resume,"n.摘要,概略,<美> 履历vt.再继续,重新开始,重新占用,再用,恢复"
bookrest,n.阅书架
primitive,"adj.原始的,远古的,粗糙的,简单的"
craft,"n.工艺,手艺"
hire,"n.租金,工钱,租用,雇用vt.雇请,出租vi.受雇"
goggles,
thereby,"adv.因此,从而,在那方面,在那附近"
stake,n.树桩
barge,"n.驳船,游艇vt.用船运输vi.蹒跚,闯入"
aerobics,"n.有氧运动法,增氧健身法(指跑步,优越等增强心肺循环功能的运动)"
shrub,"n.灌木,灌木丛"
slat,"n.板条,狭板vt.用板条做或装备,打,猛投"
legal,"adj.法律的,法定的,合法"
cinematography,n.电影术
contribute,"v.捐助,捐献,贡献,投稿"
imagination,"n.想象,空想,想象的事物,想象力,听觉"
bronchitis,n.[医]支气管炎
exacerbate,"vt.恶化,增剧,激怒,使加剧,使烦恼"
intrusion,"n.闯入,侵扰"
cancel,"vt.取消,删去"
cork,"n.软木塞,软木,(用塞子)塞住"
data,"n.datum的复数,[计] 资料,数据"
buffalo,"n.[动](印度,非洲等的)水牛 <美>[动]美洲野牛"
insufficient,"adj.不足的,不够的n.不足"
grocery,"n.<美>食品杂货店,(pl.)食品,杂货"
humid,"adj.充满潮湿的,湿润的,多湿气的"
relation,"n.关系,联系,叙述,故事,亲戚"
confuse,"vt.搞乱,使糊涂"
correspondence," /n.函授 principle//n.对 school//n.函授/n.相应,通信,信件/纬"
allocation,"n.分配,安置"
entertainment,"n.款待,娱乐,娱乐表演"
conquer,"vt.征服,战胜,占领,克服(困难等),破(坏习惯等)"
decoration,"n.装饰,装饰品"
reward,"n.报酬,奖金vt.酬劳,奖赏"
larva,n.幼虫
semester,n.学期
offspring,"n.(单复数同形)儿女,子孙,后代,产物"
occasional,"adj.偶然的,非经常的,特殊场合的,临时的"
crater,n.弹坑
ensue,"vi.跟着发生,继起vt.(基督教<<圣经>>用语)追求"
instruct,"vt.教,教导,命令,指示,通知"
declaration,"n.宣布,宣言,声明"
flexibility,"n.弹性,适应性,机动性,挠性"
native,"n.本地人,土产,土人adj.本国的,出生地的,本地的,与生俱来的,天赋的,土产的,土著的"
significant,"adj.有意义的,重大的,重要的"
loyalty,"n.忠诚,忠心"
conditioner,"n.调节者,调节装置"
reduce,"vt.减少,缩小,简化,还原"
controversy,"n.论争,辩论,论战"
service,"n.服务,服务性工作,服役,仪式vt.保养,维修adj.(军队)服现役的,服务性的,仆人的,耐用的"
dwell,"vi.居住,踌躇"
sensation,"n.感觉,感情,感动,耸人听闻的"
scrap,"n.小片,废料,剪下来的图片,文章,残余物,废料,打架vt.扔弃,敲碎,拆毁vi.互相殴打adj.零碎的,废弃的"
anxious,"adj.观念的,担忧的,渴望的,盼望的"
recipient,"adj.容易接受的,感受性强的n.容纳者,容器"
identical,"adj.同一的,同样的"
clay,"n.粘土,泥土,肉体,人体,似黏土的东西,陶土制的烟斗"
rival,"n.竞争者,对手v.竞争,对抗,相匹敌"
tropospheric,
attraction,"n.吸引,吸引力,吸引人的事物"
earthwork,"n.[建]土方(工程),[军]土木工事"
surround,"vt.包围,环境v.围绕"
impression,"n.印象,感想,盖印,压痕"
horrify,"v.使恐怖,使极度厌恶,惊骇"
introduction,"n.介绍,传入,初步,导言,绪论,入门"
compact,"adj.紧凑的,紧密的,简洁的n.契约,合同,小粉盒"
enquire,
onwards,"adv.向前地,在先地"
memorandum,"n.备忘录,便笺,便函,买卖契约书"
rectangular,"adj.矩形的,成直角的"
kidney,"n.肾,(动物可食用的)腰子,个性,性格"
standpoint,"n.立场,观点"
curative,adj.医疗的n.药品
predominantly,
clutch,"v.抓住,攫住n.离合器"
combine,"v.(使)联合,(使)结合n.联合企业,联合收割机n.联合收割机"
chart,"n.海图,图表vt.制图"
asthma,n.[医]哮喘
signature,"n.签名,署名,信号"
occasion,"n.场合,时机,机会"
mineral,"n.矿物,矿石"
invaluable,"adj.无价的,价值无法衡量的"
recover,"vt.重新获得,恢复,使改过vi.痊愈,复原,胜诉"
moderation,
documentation,n.文件
critical,"adj.评论的,鉴定的,批评的,危急的,临界的"
vocational,adj.职业的
summary,"n.摘要,概要"
remove,"vt.移动,开除,移交vi.迁移,搬家n.移动,距离,班级,升级"
